cod_ibge;municipio;state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
3145604;Oliveira ;MG;165269;185595;217219;254848;290589;289836;317866;345922;434492;498734;552175;647957;688218;725141;777609;848151;857307
3145703;Oliveira Fortes ;MG;6738;7429;8142;9589;10391;11670;12714;13506;15789;19126;20413;22741;24928;26988;30227;30147;31078
3145802;Onça de Pitangui ;MG;10184;13193;15712;17385;19207;20562;22385;23208;27078;30510;34646;39300;45616;50730;49244;49109;51372
3145851;Oratórios ;MG;11894;13995;14930;17548;20240;21627;24166;24899;27556;31123;36397;42443;43287;44070;47477;53327;50667
3145877;Orizânia ;MG;13814;16298;17964;20291;23942;23839;29542;26788;33491;47676;43130;49471;56986;61575;80184;80574;85543
3145901;Ouro Branco ;MG;1120813;1330861;1913577;2002970;2064200;2307370;3709822;1911990;2047668;2506615;2845778;2941250;3110242;3220454;2974421;3360901;4075206
3146008;Ouro Fino ;MG;161869;170223;223063;249569;271668;230668;283734;320497;398544;474671;486531;501749;512218;570139;636457;657819;712619
3146107;Ouro Preto ;MG;708087;917541;1213418;1561572;1480323;1532273;2737025;1658675;3713842;5485160;5678231;6723758;5826798;3918346;3045880;4647155;6831108
3146206;Ouro Verde de Minas ;MG;12676;14116;16574;16231;17551;21053;24815;25819;27354;28805;31594;35899;40499;41527;46227;46240;48964
3146255;Padre Carvalho ;MG;9286;10563;10736;12117;14074;15087;17544;21321;28616;35019;249699;50209;38229;56892;62929;50313;55339
3146305;Padre Paraíso ;MG;30230;33921;37971;42895;53341;55821;63615;88813;94996;88197;116706;110691;133780;147468;158091;168937;172563
3146404;Paineiras ;MG;16827;20079;22059;24857;25711;29734;38846;32934;37241;39380;46029;54195;51546;53118;57030;59756;59442
3146503;Pains ;MG;49898;59725;64510;85058;106828;102973;126919;118934;162196;239747;243288;282250;282718;259662;287264;311223;286792
3146552;Pai Pedro ;MG;9556;10446;12274;14596;15197;18520;22207;23800;25569;27904;30694;33103;36332;38652;41318;43445;44555
3146602;Paiva ;MG;5518;6365;6891;7231;8243;9401;11054;11600;11880;12466;14417;15904;17479;18855;20071;22165;23638
3146701;Palma ;MG;16763;19498;21987;24166;27163;27664;29479;33885;38381;42183;46626;55213;58057;58400;63334;68944;72995
3146750;Palmópolis ;MG;12977;14946;15977;18009;20004;19297;22661;22192;25199;28058;32150;36819;38143;44625;47245;47116;49030
3146909;Papagaios ;MG;53127;66535;88370;81365;120076;145784;148041;150262;160379;171212;179457;196797;211646;218520;226628;250217;259373
3147006;Paracatu ;MG;504238;609958;705510;759391;740309;865158;1038906;1141207;1701105;2126292;2677772;2913028;2851633;2848098;3317454;3509442;4309964
3147105;Pará de Minas ;MG;473609;566806;746439;776119;927657;990949;1140664;1316855;1577111;1724288;1933559;2175491;2340911;2378788;2489337;2745629;2893644
3147204;Paraguaçu ;MG;99520;107469;138035;121789;160386;149866;180990;188867;266339;310548;325438;344760;369544;376536;502115;481615;469316
3147303;Paraisópolis ;MG;176996;183704;282786;300045;216319;225865;257715;243973;309859;306593;294382;356837;350859;374569;415833;578638;490450
3147402;Paraopeba ;MG;83144;104575;126862;145363;166305;189552;186568;227538;289500;313156;365465;408471;433878;443790;524283;565436;747550
3147501;Passabém ;MG;4886;5222;5425;6033;6978;8070;8870;9933;10529;11985;13443;15608;18169;17866;18935;19820;19814
3147600;Passa Quatro ;MG;75553;86525;94713;104764;115091;136105;141574;148187;214362;232789;242763;273355;286768;301550;315571;376252;372276
3147709;Passa Tempo ;MG;29794;37923;51637;56005;59661;73044;98962;81476;94413;116938;131757;150558;137482;137837;162193;187771;243877
3147808;Passa Vinte ;MG;7440;7888;7722;8607;9017;10651;11435;12669;13602;15126;18672;27050;29830;27728;31175;32145;32533
3147907;Passos ;MG;527372;604533;733972;813237;882779;932583;1033950;1174040;1408579;1631144;1796300;1953703;2082528;2152572;2300042;2387477;2478993
3147956;Patis ;MG;12327;14951;11343;13659;15971;18603;21100;22880;24213;27626;29815;33468;36135;38326;43480;44517;46286
3148004;Patos de Minas ;MG;731658;863434;1043779;1126453;1240373;1364968;1538473;1720005;1996955;2341902;2655514;3130926;3510975;3810486;4195265;4378859;4685827
3148103;Patrocínio ;MG;447309;518956;634596;690337;805710;799726;988151;1113968;1282275;1580783;1751532;1793248;2192815;2160227;2545724;2737659;2875655
3148202;Patrocínio do Muriaé ;MG;15861;18267;21112;23804;26644;26305;35343;29667;40175;50165;55022;79113;80275;83738;70861;74364;90610
3148301;Paula Cândido ;MG;21089;24233;26617;31291;34716;39354;41399;45914;47334;66038;64389;74335;77690;83294;90060;95270;96725
3148400;Paulistas ;MG;9467;10675;11506;13587;14475;17432;30940;22423;24757;27388;29855;34293;37021;44959;46542;43964;47803
3148509;Pavão ;MG;19544;19010;19979;22482;25349;33034;37069;38917;42179;47328;52248;63536;65951;66592;69917;69523;70909
3148608;Peçanha ;MG;43731;63856;57873;60315;92980;67435;82707;91572;101352;115410;121172;164844;146336;175328;174225;179174;195169
3148707;Pedra Azul ;MG;59256;70418;87670;94051;87265;91740;105378;119420;136505;165728;189679;207572;232209;223678;210337;273043;298738
3148756;Pedra Bonita ;MG;14982;15294;18113;26240;25326;23704;28236;32696;39328;62341;50622;47965;56886;53042;72512;62333;66341
3148806;Pedra do Anta ;MG;8287;9365;9558;11296;12962;14688;17016;16242;15844;20410;24787;28093;30060;33244;33893;48692;37820
3148905;Pedra do Indaiá ;MG;17593;23964;26674;28092;35945;40143;51048;43355;53968;54705;62485;51284;78761;75750;82985;79391;92050
3149002;Pedra Dourada ;MG;5771;6976;8084;9441;10701;10932;12663;13519;19493;22999;23308;24254;27305;30003;32245;34958;30448
3149101;Pedralva ;MG;37512;41730;45924;53451;56824;57922;67044;67829;76794;102126;108170;103404;122550;123808;151727;129792;130914
3149150;Pedras de Maria da Cruz ;MG;18239;18939;22267;24296;27396;36572;45008;41198;40952;47440;52402;62888;67521;72879;79980;84536;82777
3149200;Pedrinópolis ;MG;23781;33047;38478;39646;37353;44801;55810;53553;54035;64895;73710;80620;79557;88420;121124;106515;115543
3149309;Pedro Leopoldo ;MG;500984;589401;604189;572737;634282;696435;915128;957443;1134938;1373609;1480295;1599991;1582456;1497084;1427215;1437733;1422695
3149408;Pedro Teixeira ;MG;5537;6527;6636;7317;8563;9676;10649;11448;11927;13483;15099;18792;20305;20329;22386;21377;22251
3149507;Pequeri ;MG;9136;10493;11693;14691;18827;21463;20866;22202;24089;29527;33027;33445;37055;39783;41638;42886;43030
3149606;Pequi ;MG;13527;16566;19120;22175;22565;26835;27674;33260;30898;35980;38344;50535;54336;54550;56991;60366;59805
3149705;Perdigão ;MG;25627;31195;26914;35800;47503;42248;53607;66158;75570;83881;100383;118672;133659;148518;160201;214046;198590
3149804;Perdizes ;MG;123105;159007;208333;206218;183697;231142;306666;313687;324858;511608;514115;526157;488460;509383;660958;600369;913865
3149903;Perdões ;MG;94321;109652;145867;172948;179774;177269;202890;231741;275999;334597;316655;343789;361580;357668;518401;478423;489429
3149952;Periquito ;MG;17040;31552;21585;27552;52732;40400;66981;47915;47412;48932;62732;73237;75013;80054;81198;72610;88656
3150000;Pescador ;MG;10496;11812;12864;15424;17159;19817;24214;20982;24065;26858;27991;32710;35225;38135;40976;38631;38966
3150109;Piau ;MG;17849;17075;21121;20961;24319;27050;30969;28904;28535;36992;33463;40168;41911;54701;59477;46516;77998
3150158;Piedade de Caratinga ;MG;14065;14190;17980;22851;24019;27525;29654;34456;44216;50179;55121;56840;70274;78642;89502;88778;89412
3150208;Piedade de Ponte Nova ;MG;13845;16231;17498;18490;20781;22206;25773;28883;25945;36753;38386;40327;42115;41875;43732;49994;49620
3150307;Piedade do Rio Grande ;MG;21549;26540;40472;50028;61398;77296;86310;104737;114650;131605;102619;129242;75318;66950;97244;73777;65405
3150406;Piedade dos Gerais ;MG;10850;11692;14675;16275;18475;19162;22756;24617;27072;32427;36687;42747;44539;56757;67391;62144;64537
3150505;Pimenta ;MG;34058;37297;45149;49147;56054;64420;64572;72324;83991;103466;108456;137018;146525;154003;181911;177651;189441
3150539;Pingo d'Água ;MG;8016;9367;10448;11715;14151;14501;20161;19696;24886;25220;34065;31755;33982;35650;37480;38711;40589
3150570;Pintópolis ;MG;11230;13001;14544;17553;20090;22101;26712;29217;32125;35445;37396;43894;48610;53785;59132;56757;60200
3150604;Piracema ;MG;20450;27521;28362;31888;35196;36093;40686;43482;50031;59355;63488;82586;87007;95805;101914;105262;147033
3150703;Pirajuba ;MG;43593;57613;63860;59757;86205;93055;100396;133663;129898;199629;166908;199687;198520;224941;245746;308785;305685
3150802;Piranga ;MG;33247;39362;40607;43553;49285;57873;63331;68440;79011;89217;99530;118233;125529;133944;152709;159805;161660
3150901;Piranguçu ;MG;15780;17025;19051;19972;21732;23176;27028;29615;32940;37639;38036;42953;44588;48784;55089;53590;65111
3151008;Piranguinho ;MG;21074;23622;28659;33492;35079;37869;41976;44241;48860;58528;65324;74215;86291;92262;97717;101908;109394
3151107;Pirapetinga ;MG;87875;104247;119030;130590;144307;211060;196906;186008;359658;349877;320833;361845;435038;425256;461284;588966;448659
3151206;Pirapora ;MG;449640;575435;669381;709593;737753;863984;1003366;831284;1151269;1380483;1373075;1380860;1605429;1279085;1682396;1837373;2280151
3151305;Piraúba ;MG;31765;36706;39851;44391;48938;53468;55174;61267;73163;82654;95541;113335;130224;138881;151584;164074;158766
3151404;Pitangui ;MG;107131;125924;177574;191696;200398;213491;217353;203127;251391;290120;304802;363802;401396;404689;409652;509908;527091
3151503;Piumhi ;MG;153427;172465;222274;256623;292039;316884;309929;395805;479655;659327;645235;511642;669944;705265;874512;866514;866506
3151602;Planura ;MG;185774;237383;281151;287580;326077;310433;354865;318803;306878;388353;345736;276900;283046;383830;422102;488212;454915
3151701;Poço Fundo ;MG;58920;58080;90557;77896;87475;88436;105049;110645;149885;203985;179610;172042;196828;236084;262425;259188;307853
3151800;Poços de Caldas ;MG;1839481;2049258;2449849;2581771;2796332;2861525;3079612;3060737;3742081;4252127;4838325;5850232;6461137;6504479;6123490;6368086;7645804
3151909;Pocrane ;MG;19962;22000;24421;27040;30930;33025;34848;41309;44354;49493;55319;62659;70072;77603;87137;101932;90103
3152006;Pompéu ;MG;120210;144730;167377;195006;229847;269096;322129;330388;350723;416358;430315;504746;561807;616036;675568;731803;782138
3152105;Ponte Nova ;MG;302680;345575;421235;438040;499885;557405;622965;677592;781596;1016376;1072632;1133587;1293704;1389798;1484833;1649845;1653389
3152131;Ponto Chique ;MG;8255;9723;11196;13273;15505;17212;21132;20776;22262;24491;26258;30107;34322;34765;38264;38233;38512
3152170;Ponto dos Volantes ;MG;18213;21224;24800;29163;35806;43848;39677;39545;56680;59351;62827;80040;83116;84464;98515;81521;85117
3152204;Porteirinha ;MG;75470;85514;97288;111316;116014;122774;142375;148674;171000;195206;220874;249611;273213;300354;308808;335666;335564
3152303;Porto Firme ;MG;17818;20060;24316;27011;29280;33418;40443;43909;56234;65931;66780;73293;77346;85780;86990;90555;90799
3152402;Poté ;MG;28644;34727;36733;41485;45395;52770;58721;67288;76264;85398;97540;108954;120649;125425;136270;137602;141259
3152501;Pouso Alegre ;MG;928832;1044630;1423382;1453632;1807497;2164461;2296816;2637745;3123047;3588826;4194971;5141836;5925271;6553097;6825551;7390449;7619096
3152600;Pouso Alto ;MG;28075;32625;38364;42975;49951;55672;59010;65818;70542;97802;106932;119083;110897;128617;152797;220804;224462
3152709;Prados ;MG;20284;25190;30166;33669;35361;38653;47936;49375;61829;80156;90761;126015;115580;128076;160372;152096;165690
3152808;Prata ;MG;145882;192014;256913;277033;292518;356423;384859;455824;541173;621333;672546;748056;812242;824339;946465;928699;975613
3152907;Pratápolis ;MG;32379;42094;49056;47592;50305;96681;88704;87263;103949;119559;119441;118839;141846;139022;149526;137980;154867
3153004;Pratinha ;MG;19114;20464;24944;25486;29369;29306;39493;43078;45658;58803;55792;56665;70667;71498;96529;94148;92751
3153103;Presidente Bernardes ;MG;11957;13573;14003;16152;17777;20846;20963;22131;23330;27845;30187;33495;37466;39076;47193;46945;47129
3153202;Presidente Juscelino ;MG;11036;13649;16854;16641;16022;19381;22292;24899;25302;30649;31608;46882;45851;43233;45796;42499;45332
3153301;Presidente Kubitschek ;MG;6543;7067;7074;8498;9628;11021;12718;13674;14530;16055;20673;20284;22394;23651;25835;27659;28095
3153400;Presidente Olegário ;MG;90655;116510;134793;141139;140715;161213;180162;191178;224163;296072;321374;342260;344532;357815;461586;452691;437851
3153509;Alto Jequitibá ;MG;19015;21752;32056;32894;40898;38123;38711;58410;83175;129534;69226;62822;85750;109249;103867;120220;96212
3153608;Prudente de Morais ;MG;57158;66538;81852;62521;44262;62146;92820;53311;69360;85336;96042;126424;139568;130435;132684;144572;147912
3153707;Quartel Geral ;MG;11623;15338;17823;19602;21449;24548;27227;25838;32295;33996;37827;40372;41473;41210;47593;50627;54366
3153806;Queluzito ;MG;7380;8239;8306;8351;9462;11253;13522;12368;15313;15922;17817;19569;21929;24431;27642;29149;28867
3153905;Raposos ;MG;29386;30929;35473;38664;40772;52461;51442;57710;65423;77194;97936;127925;138577;140798;185502;298129;183798
3154002;Raul Soares ;MG;81231;82512;91572;99256;112540;115429;131287;135387;152035;191153;200349;213818;238061;261312;295505;293272;312885
3154101;Recreio ;MG;23674;27905;31784;38053;43103;43455;50168;54169;55993;60099;69334;74170;82371;83535;89162;98430;101604
3154150;Reduto ;MG;28211;29718;37416;35868;42561;37428;36056;36519;47484;71064;59998;60684;69918;78334;85080;92600;90194
3154200;Resende Costa ;MG;30033;34485;39619;44875;50510;51809;60383;61983;70659;82908;93515;105181;115020;120254;156514;154881;180929
3154309;Resplendor ;MG;64516;72690;83677;98480;113507;118290;137876;157662;168439;189802;205947;216962;231542;225755;233409;221913;222842
3154408;Ressaquinha ;MG;26941;32783;42333;44313;24552;26847;64769;73286;83971;101989;114011;134570;133763;163951;181930;171707;202227
3154457;Riachinho ;MG;19613;25210;26108;30711;33592;36695;42081;43866;48241;53993;62586;81149;80240;84971;100055;90681;99780
3154507;Riacho dos Machados ;MG;17203;20088;19808;23907;22369;38198;41810;43279;33830;39791;65804;75526;171669;131685;164609;205894;284345
3154606;Ribeirão das Neves ;MG;522052;589344;636399;719274;890475;1010389;1297868;1541400;1733699;2015822;2512687;2874956;3299611;3469955;3619730;3856169;4102357
3154705;Ribeirão Vermelho ;MG;13694;18144;23211;30419;34125;32921;46925;52150;53483;59916;72766;85557;96330;81730;100225;85733;86101
3154804;Rio Acima ;MG;74956;89738;121806;128910;136212;152182;162615;148468;162996;194578;185452;203680;194200;134528;136092;131656;190998
3154903;Rio Casca ;MG;66330;75726;87957;98323;96253;108168;116359;108215;134045;129994;150544;158304;154335;171586;178636;186960;194309
3155009;Rio Doce ;MG;7892;9183;8857;10762;11373;14696;16311;17931;16434;17493;21295;25597;25046;25380;29861;35979;43003
3155108;Rio do Prado ;MG;11701;12868;13516;14987;16467;17463;21927;24136;25886;26121;28403;31388;32390;38135;39370;39855;41184
3155207;Rio Espera ;MG;11032;12989;13208;14896;16391;19496;24744;24664;24182;28080;27444;36403;36942;39321;39219;46659;48192
3155306;Rio Manso ;MG;15047;16721;18599;20650;21468;23708;26624;37609;44727;50560;57243;61025;64736;69192;81571;81000;85414
3155405;Rio Novo ;MG;32166;31707;33181;34989;39201;43805;47101;50976;57446;63914;74687;84347;90049;100990;106898;111021;106745
3155504;Rio Paranaíba ;MG;86544;140863;170448;162000;198473;171242;222657;237715;278908;347688;374810;370730;423243;465915;600565;499032;516029
3155603;Rio Pardo de Minas ;MG;49846;60982;64873;74688;89116;98951;115860;125202;143132;169616;185740;215317;235136;220610;252567;259982;274913
3155702;Rio Piracicaba ;MG;54689;67197;93643;115804;126626;111213;183238;147519;432580;597615;534562;628425;584343;354818;382761;511167;561566
3155801;Rio Pomba ;MG;54314;67041;78542;89517;101735;94896;112636;130386;142003;167885;191352;218448;245745;270680;290137;300541;340559
3155900;Rio Preto ;MG;15827;17023;19097;22506;24282;28167;29000;30330;34731;36064;40455;49249;50784;54563;56579;55122;52621
3156007;Rio Vermelho ;MG;25984;29577;32375;38208;42802;46976;52980;56750;60399;63213;75161;87089;92630;103567;111633;112780;112073
3156106;Ritápolis ;MG;12612;13906;15049;17380;19273;21357;24098;25081;30439;34165;39063;43670;47632;53264;61676;69118;64213
3156205;Rochedo de Minas ;MG;7149;8023;9162;9486;9392;9638;10731;11242;13591;14905;17232;22374;22546;22917;25346;25830;26286
3156304;Rodeiro ;MG;28716;32507;41344;58454;78639;90253;95113;107431;248519;258299;285451;296742;359378;279970;369888;409891;395555
3156403;Romaria ;MG;90368;47546;60678;55559;60440;60663;83613;75605;83562;125643;180656;236077;227369;117463;167149;136023;140025
3156452;Rosário da Limeira ;MG;9061;10643;12688;14683;17180;16896;22253;20978;27969;30114;31066;33805;39064;43612;51285;47753;47124
3156502;Rubelita ;MG;15742;17164;19519;22739;24550;25473;26872;28542;31291;37159;39869;40684;46272;49252;53194;56558;55939
3156601;Rubim ;MG;21293;23712;26299;28825;32423;35438;40384;42880;46335;52255;58726;65467;70798;80320;81285;85337;85073
3156700;Sabará ;MG;477749;559414;709956;710447;782540;801059;1131060;1019831;1356782;1561326;1750508;2013475;2130507;2199322;2322491;2525088;2919829
3156809;Sabinópolis ;MG;46836;43165;60645;58867;69295;63814;75134;81408;95948;98509;117609;133659;141985;150745;179621;182223;180592
