cod_ibge;municipio;state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
4307302;Erval Seco ;RS;38323;60671;56026;47729;62496;83571;90908;82213;103634;128219;125748;194012;194145;213769;246361;238459;231813
4307401;Esmeralda ;RS;31230;57211;48723;33467;48294;64700;69499;58819;93011;97074;94582;132229;151843;165484;203358;180515;215522
4307450;Esperança do Sul ;RS;15110;22481;19448;16320;18666;26655;27536;27285;35742;42757;43417;57533;57883;60311;68322;67536;71706
4307500;Espumoso ;RS;127680;207889;191793;141293;169903;214959;254156;287811;292440;365104;395668;569888;550368;606733;666541;682297;774290
4307559;Estação ;RS;50324;73089;74211;68560;73015;80753;93915;94475;106867;133311;151457;188134;203510;216547;255387;330675;358762
4307609;Estância Velha ;RS;428157;534244;596265;612909;626427;591771;620539;614757;890155;954580;1002388;1150481;1299313;1337684;1325101;1334293;1462099
4307708;Esteio ;RS;872701;1070519;994907;1097994;1293722;1377944;1586815;1810714;2096486;2211748;2446932;2715260;2930040;3115215;3373536;3001354;3179328
4307807;Estrela ;RS;360754;397534;386387;395955;406040;473372;571296;653299;854165;1018939;1151913;1202855;1226801;1163126;1359403;1419197;1474062
4307815;Estrela Velha ;RS;29426;53152;39361;29773;42634;50507;60877;64149;64587;77393;77851;118238;123123;106074;116772;128824;128430
4307831;Eugênio de Castro ;RS;28365;49415;37145;23447;40015;59704;77760;83058;91912;114887;101464;163136;139269;149103;196069;172779;208362
4307864;Fagundes Varela ;RS;29718;34620;36872;36620;42711;40902;40940;41221;40801;45044;45461;61026;67749;71816;77101;79243;77466
4307906;Farroupilha ;RS;839286;945089;1079660;1173497;1204814;1224109;1354214;1490209;1853766;2021205;2128240;2430377;2733336;2821296;3054450;3208933;3426684
4308003;Faxinal do Soturno ;RS;41148;47654;51101;50803;56371;58023;69045;76801;98132;147349;112302;148460;141775;156965;172458;191119;202940
4308052;Faxinalzinho ;RS;12858;22762;19204;14504;19182;24090;31220;25128;28685;36338;33161;51423;50226;52934;65212;57124;65748
4308078;Fazenda Vilanova ;RS;71659;38777;46684;52217;55870;73464;81151;107738;117144;102215;98372;102756;103850;115941;119825;120402;114939
4308102;Feliz ;RS;99097;106937;114342;133474;146125;160088;175636;186530;230756;261039;290258;313965;353059;359599;386876;391709;422476
4308201;Flores da Cunha ;RS;299630;332930;377076;398340;430713;466626;508636;560928;746720;872967;985432;1103897;1253126;1299362;1313953;1486989;1623650
4308250;Floriano Peixoto ;RS;12002;20479;17678;12507;18025;23863;29954;27341;31201;37622;36519;43242;50113;50905;53294;49524;58932
4308300;Fontoura Xavier ;RS;50417;52951;54363;59070;66931;78441;83106;87389;100063;120407;115368;143752;160282;162089;181012;182076;200694
4308409;Formigueiro ;RS;44462;54614;59038;42845;54966;63849;77742;82414;84747;88079;98464;133166;145054;173094;170113;182346;189822
4308433;Forquetinha ;RS;13963;19105;19428;19343;20631;25469;25483;23718;38520;30134;31580;37005;40421;40224;42023;41306;42232
4308458;Fortaleza dos Valos ;RS;66141;121042;98370;58264;80264;94501;117767;122613;113383;148831;139767;224966;244393;243247;276735;249751;324156
4308508;Frederico Westphalen ;RS;197973;230644;251974;273513;304895;348812;417075;448407;620513;622016;668507;793111;871106;926893;1020627;1092250;1142319
4308607;Garibaldi ;RS;382105;476287;571018;596779;614030;688554;819301;843559;1013878;1132434;1311830;1457788;1647229;1693058;1736797;1836582;2076992
4308656;Garruchos ;RS;27742;48030;38587;28870;30750;45469;51470;46927;60232;65578;58964;98060;91642;106395;117721;103207;125238
4308706;Gaurama ;RS;43673;62955;57692;50988;57682;70665;87572;81097;98412;112482;128262;160179;165195;186892;216485;217129;235322
4308805;General Câmara ;RS;47651;43127;75766;68627;71600;84151;78230;89570;95970;90561;91849;127088;126616;138627;147806;148929;157777
4308854;Gentil ;RS;26264;35096;26379;16153;24197;31531;49654;44192;49233;61440;72982;88752;88191;95759;114236;102408;110237
4308904;Getúlio Vargas ;RS;111960;145907;155229;141766;167864;197091;227888;234331;291020;330098;350986;408544;445219;457497;494417;513078;554630
4309001;Giruá ;RS;165946;248743;217594;160176;199873;271281;288921;307577;377335;443440;376565;555784;571528;612031;705589;678446;784936
4309050;Glorinha ;RS;40112;49234;112522;128490;149092;212099;248788;246462;291730;304702;358617;357625;321187;358316;335996;327548;329454
4309100;Gramado ;RS;303868;333476;388754;441517;501426;554970;614715;703160;904020;1023979;1209338;1344590;1509956;1651043;1655187;1834204;1969580
4309126;Gramado dos Loureiros ;RS;8984;15956;13312;10887;14463;18576;20618;20186;23739;28037;21869;40499;41668;43621;44779;43558;53391
4309159;Gramado Xavier ;RS;16801;24064;24997;22501;27200;29037;32687;31442;39746;47489;49582;60594;72105;65888;75069;82375;83011
4309209;Gravataí ;RS;2469970;2692272;3079346;3317107;3710736;4916089;5381050;5599722;7295813;7984452;8412249;10192685;10892311;9731352;10121618;12314666;11964052
4309258;Guabiju ;RS;11128;14712;16359;16121;23552;23658;30117;30998;31262;32557;33976;46645;58489;69243;72955;67922;74048
4309308;Guaíba ;RS;691936;1121622;1236961;1456751;1865805;1954704;2114433;2231899;2910560;3144562;3601926;4170836;5104251;5345985;5944686;5567587;6729778
4309407;Guaporé ;RS;150857;172175;190902;215244;234676;276507;345824;351164;426315;468581;511193;595355;692268;744772;768984;818670;866189
4309506;Guarani das Missões ;RS;67076;95247;78940;68378;82059;105310;117344;143046;159411;172874;175904;239458;242252;251331;306591;287151;357567
4309555;Harmonia ;RS;22267;27849;30713;38885;49605;48634;51170;52650;64604;75509;90251;99042;118066;131602;153789;172274;169229
4309571;Herveiras ;RS;12667;18948;20173;18289;20910;21945;23676;24325;34770;39819;33991;51841;49233;53224;53721;63043;60127
4309605;Horizontina ;RS;580469;917505;1310304;945206;847608;791019;879149;742592;892861;1021683;1031746;1619686;1987507;1198382;1305166;1505773;1626247
4309654;Hulha Negra ;RS;35040;36117;50003;44089;44900;50754;58763;61193;72553;87176;98713;123370;124125;143758;168956;174142;201585
4309704;Humaitá ;RS;31757;46842;41825;33730;43304;55449;61376;63216;79617;87823;85460;120408;130154;131242;135128;140134;145045
4309753;Ibarama ;RS;22325;28244;26950;26946;30613;35595;43231;37173;45653;51923;50769;69188;70366;72659;80802;91388;90584
4309803;Ibiaçá ;RS;43972;66372;58839;38563;60453;71146;82949;83588;99491;116714;112071;177743;159300;178156;199143;196244;222148
4309902;Ibiraiaras ;RS;66333;80366;88611;73341;91363;101502;121846;115028;133081;147359;170251;203426;217778;249001;265025;238532;248921
4309951;Ibirapuitã ;RS;25565;42988;34431;21453;30978;40866;45983;47105;51996;62634;59781;93924;85124;99064;111720;96537;117234
4310009;Ibirubá ;RS;213638;352513;337549;248986;281296;334255;470266;486751;505811;598797;711760;926584;974172;876527;969343;927942;1065952
4310108;Igrejinha ;RS;292860;302129;393350;473329;503475;549012;654997;688577;1020677;1140014;1240640;1326812;1459074;1506435;1485951;1655950;1815164
4310207;Ijuí ;RS;600916;775341;779890;757167;790721;937777;1125951;1208406;1627125;2068865;2360938;2526316;2577030;2830181;3096633;3165854;3530436
4310306;Ilópolis ;RS;24481;29376;33350;31944;39136;42920;49341;53841;61038;67824;69140;94422;108438;108519;118061;111181;104592
4310330;Imbé ;RS;89069;102181;117331;126351;143616;173152;185715;208340;251066;255472;307290;332309;372439;418127;456862;437014;455220
4310363;Imigrante ;RS;40053;44420;53963;55865;56675;71031;81207;72948;109756;122993;126881;167613;218666;173060;175555;199153;239314
4310405;Independência ;RS;57317;87981;72204;54427;61881;84830;91011;91972;103774;137800;92504;172517;188155;208283;249012;241283;284071
4310413;Inhacorá ;RS;17381;28597;22431;13915;16249;26630;27674;25355;31648;39463;25520;49596;48098;51200;59604;62559;72493
4310439;Ipê ;RS;42191;51219;57756;60607;67187;78494;84354;87733;109156;112908;114297;159146;166295;200683;218733;196423;196749
4310462;Ipiranga do Sul ;RS;26580;44001;39380;27133;31896;39862;46917;46301;51188;60219;57365;77715;79867;81007;92154;87716;103950
4310504;Iraí ;RS;36355;45967;46276;46090;51304;56855;65195;65932;77345;88224;99298;124623;135734;142515;157474;175468;169919
4310538;Itaara ;RS;21059;26429;26051;25351;27875;32932;39186;40923;50052;56465;58265;75518;79185;82269;86267;90706;124774
4310553;Itacurubi ;RS;21108;31738;29788;25942;26444;35078;42503;40988;45254;46967;46853;68284;63542;80694;96233;87724;92000
4310579;Itapuca ;RS;13522;17227;16989;15000;18419;17040;24016;25131;29266;34705;31061;43075;45953;45412;50112;53829;57567
4310603;Itaqui ;RS;362631;445187;487076;457820;497407;475461;613526;648320;685710;725648;821018;1008580;1083660;1160852;1206402;1335037;1388326
4310652;Itati ;RS;16887;18891;18440;22956;29169;24832;28210;30667;34599;34211;36896;56895;56668;65946;80236;59350;64391
4310702;Itatiba do Sul ;RS;16299;24072;22800;23101;24783;33837;34801;28526;37035;38742;38683;48901;56723;56177;62238;61874;58551
4310751;Ivorá ;RS;18142;13730;16317;14438;16943;18290;24866;26483;31950;29856;27624;43458;44043;47317;49933;48603;52897
4310801;Ivoti ;RS;284904;316311;421114;371006;365367;356037;403852;374018;507997;552600;642772;715295;792082;880295;910149;917702;1012333
4310850;Jaboticaba ;RS;20782;29703;26300;23538;28441;34779;42387;39167;56778;59079;48069;72457;75316;85141;94151;86316;98439
4310876;Jacuizinho ;RS;25016;34965;31039;15302;26520;30099;37512;39666;38898;49340;40562;82206;77426;86270;104151;98413;117096
4310900;Jacutinga ;RS;29552;49771;42829;28866;40534;51170;60830;65021;68575;80824;78296;124332;114841;125133;119104;114302;134460
4311007;Jaguarão ;RS;139912;171324;184411;186096;187823;220569;276358;279389;328128;331588;400873;521330;585492;600880;645250;709334;670646
4311106;Jaguari ;RS;62573;71382;74644;73716;87041;97344;105179;113462;137335;144128;160024;196243;189861;222281;230031;244561;254642
4311122;Jaquirana ;RS;21837;24427;24903;26060;28704;36391;32639;34547;39915;42355;46978;54777;59703;61599;68589;67557;67006
4311130;Jari ;RS;29119;43545;39650;28055;41546;56026;72579;79188;74746;95952;70589;153754;140494;164777;188574;176731;218315
4311155;Jóia ;RS;76001;177022;106094;59003;92967;144733;194855;181877;205159;264240;161757;363215;342843;370091;415383;406039;527538
4311205;Júlio de Castilhos ;RS;187240;280578;241782;171264;225536;270264;334649;360704;409433;523687;496123;809657;854916;987126;1053406;1041112;1307194
4311239;Lagoa Bonita do Sul ;RS;12879;17521;19515;18522;22502;26103;32780;28532;29701;36730;37200;49195;50203;53631;51916;59971;59817
4311254;Lagoão ;RS;16073;22283;24959;25101;31611;36796;47018;45221;53269;61409;61524;84856;83423;89392;94435;105806;111632
4311270;Lagoa dos Três Cantos ;RS;17591;34148;28760;16536;23742;27332;37106;39662;40528;47849;44548;70343;62839;72563;86605;76760;94387
4311304;Lagoa Vermelha ;RS;193972;249697;262469;237065;290352;335310;399144;411085;548331;621438;693646;817913;919762;915008;941128;971882;1164135
4311403;Lajeado ;RS;721736;854008;1019109;1137950;1228297;1332261;1565122;1709619;2118848;2367849;2834908;2888836;3240933;3253609;3431939;3844921;4241235
4311429;Lajeado do Bugre ;RS;8572;12913;10940;8941;12438;17069;25579;16600;23662;29231;24756;38663;38455;39609;50312;45204;48942
4311502;Lavras do Sul ;RS;47079;62271;68928;67887;73061;95144;111088;117572;120060;120999;130735;177982;187318;221567;249431;228334;252428
4311601;Liberato Salzano ;RS;23322;31829;26257;25617;33648;40653;42697;46569;56213;70230;64038;90731;100345;116822;122209;127814;140321
4311627;Lindolfo Collor ;RS;113382;122303;201036;113651;131961;130907;139859;111323;158709;149478;183418;224035;307392;302268;289932;305111;296697
4311643;Linha Nova ;RS;13250;15473;13960;15387;16868;17835;22597;22096;24368;26065;28224;39784;41928;47908;56822;45033;48219
4311700;Machadinho ;RS;49794;57862;57696;29264;38113;51232;58301;53120;74352;78964;81529;102818;120188;135214;160421;152303;178996
4311718;Maçambará ;RS;76429;108617;110997;73662;91005;84711;120516;114458;124070;126766;110538;184668;178492;207657;240779;255407;245439
4311734;Mampituba ;RS;11377;15487;14315;14618;15846;17110;21795;20190;24519;26033;28983;35183;43261;48520;53717;56220;53257
4311759;Manoel Viana ;RS;47321;68842;62097;53877;61733;77107;95700;87803;100888;119443;107386;175578;172070;211389;228250;235516;277626
4311775;Maquiné ;RS;23867;25661;27248;31932;35964;40548;44208;48580;57593;62362;70028;85427;99031;108178;122081;112840;121310
4311791;Maratá ;RS;20350;22710;20752;22137;25811;28876;36087;38841;53775;59612;70221;84793;97015;91130;90054;89346;69243
4311809;Marau ;RS;479718;586055;603109;635820;654275;722194;887725;961310;1103374;1400652;1363931;1495973;1660333;1691725;1893704;1886017;2051324
4311908;Marcelino Ramos ;RS;28402;36905;38784;35977;40659;48898;52472;49017;58725;66902;71027;86467;94060;102150;109495;113446;116522
4311981;Mariana Pimentel ;RS;22114;21476;20471;20981;23635;22887;29568;36208;40072;41800;41975;47321;53612;57569;84105;66253;66320
4312005;Mariano Moro ;RS;11733;16306;14777;14742;16027;21775;23149;21114;25666;28546;30112;42654;48178;47726;48799;46019;50449
4312054;Marques de Souza ;RS;21410;25330;26814;26258;29395;34320;37536;38444;45269;55205;60450;66499;73455;77333;84143;86176;87938
4312104;Mata ;RS;23377;28807;30529;30991;37578;41944;42917;45092;50652;60849;62889;83148;89068;93967;109746;107344;114241
4312138;Mato Castelhano ;RS;31305;42090;33394;24583;37428;43878;57868;49887;52401;67625;69626;103149;97426;110348;110541;81864;103994
4312153;Mato Leitão ;RS;31185;35833;34170;36683;40659;48918;70749;75208;95302;119518;108262;103486;136358;132590;132330;143012;154162
4312179;Mato Queimado ;RS;10103;17050;12158;10133;14127;20729;20176;20500;27643;32160;26872;47611;44566;44216;54541;50115;59356
4312203;Maximiliano de Almeida ;RS;25631;36669;33096;29013;37333;44600;52115;50883;58587;63803;68863;78376;84137;92714;105773;96402;116743
4312252;Minas do Leão ;RS;30583;40792;49832;46724;50327;73301;72329;77979;86219;83981;92090;122882;131306;164677;174946;164686;176749
4312302;Miraguaí ;RS;13759;20811;18226;18796;21204;30505;37908;46538;55126;82625;84985;119039;125068;126028;140861;117940;132997
4312351;Montauri ;RS;13400;16593;16357;13170;16208;19559;23761;25805;33903;36040;34939;48639;48255;53768;56575;54162;57083
4312377;Monte Alegre dos Campos ;RS;18221;20701;20033;19410;23004;22904;26088;23739;31182;32449;42501;42969;49246;58006;72357;72180;64838
4312385;Monte Belo do Sul ;RS;18379;22563;25841;24755;29076;43291;55990;57100;74077;81779;100290;100405;119416;120030;114497;88018;79016
4312401;Montenegro ;RS;724714;825424;898636;1019708;999928;1103295;1458088;1507451;1840974;1974585;2114149;2628385;2786149;2831834;2835057;3235253;3729773
4312427;Mormaço ;RS;20030;41726;34931;18818;26776;37737;43036;45312;46599;56887;54766;80158;77079;82748;86020;89523;108241
4312443;Morrinhos do Sul ;RS;15145;20076;20502;20169;23084;25451;29163;31020;35750;34733;38085;46931;53570;51847;60578;58639;55176
4312450;Morro Redondo ;RS;24033;30551;32682;34269;36642;42838;50272;50405;60069;62859;70473;80038;85037;88679;92294;86589;91742
4312476;Morro Reuter ;RS;42023;52412;58853;62625;63201;67961;78575;81839;90962;95286;114264;126408;136191;148083;170088;171607;182805
4312500;Mostardas ;RS;98175;133589;144460;121284;124324;140410;182425;185634;200168;175307;225632;260247;319167;283206;337022;358027;358553
4312609;Muçum ;RS;40865;47468;51042;56089;93546;134405;148631;117667;187455;193475;209339;163429;215575;228059;246517;240857;250661
4312617;Muitos Capões ;RS;95294;161673;111383;90175;128881;138117;179842;138174;227908;214117;219351;317668;373443;435627;513256;378072;431524
4312625;Muliterno ;RS;10836;13914;12762;10382;16436;18851;25664;22398;27280;31861;30870;41622;39978;44302;50004;44469;52385
4312658;Não-Me-Toque ;RS;224285;339801;360104;258016;289069;335948;488429;498518;618498;755626;800626;1121023;1081327;983550;1006651;1147124;1275494
4312674;Nicolau Vergueiro ;RS;23288;33487;30308;17649;25854;31974;41666;41015;43769;55577;51081;76742;64179;80236;81943;81840;92153
4312708;Nonoai ;RS;65489;106992;116941;78901;104123;127322;148605;209913;185121;228083;220182;285037;278817;330609;369664;365514;427622
4312757;Nova Alvorada ;RS;35280;45124;46229;43024;47831;53610;63243;68971;70145;83497;82559;116029;129813;136290;153721;160414;169032
4312807;Nova Araçá ;RS;37146;44022;52521;66880;72549;104511;214717;173606;139157;155764;171900;145650;219262;292789;267773;189592;211019
4312906;Nova Bassano ;RS;174931;182714;251016;255075;268039;324511;410657;432976;429210;539160;679936;696245;863950;667228;540804;458306;511068
4312955;Nova Boa Vista ;RS;16914;22903;19763;14724;21903;25417;28447;27593;33781;39277;36861;59101;69889;74739;81294;83886;91690
4313003;Nova Bréscia ;RS;26274;33199;35080;36197;35186;47076;45697;48565;57241;58846;61626;72487;80230;89321;96336;100041;104221
4313011;Nova Candelária ;RS;25687;36040;38861;45958;63520;88927;138044;153631;63604;80666;82025;101733;113652;116127;131118;142619;147118
4313037;Nova Esperança do Sul ;RS;70769;71331;56863;48839;65383;92741;84439;63301;87917;100034;111631;123148;118357;122605;125876;119481;128579
4313060;Nova Hartz ;RS;164050;180815;191669;217779;249248;291867;357380;356859;580508;715476;726561;647047;725990;652308;601394;611215;632950
4313086;Nova Pádua ;RS;21568;25543;26816;27414;33489;33161;35245;36948;39163;41160;44458;49393;56910;63273;68402;72581;71085
4313102;Nova Palma ;RS;50827;89535;86079;81968;123630;134171;164213;162347;112181;127240;124842;170534;193621;209124;279479;286129;310073
4313201;Nova Petrópolis ;RS;157739;173654;198800;229358;247045;273621;310168;329368;401985;457157;522668;563598;611768;669394;698994;735117;792489
4313300;Nova Prata ;RS;363725;414836;585189;608012;594611;601675;658979;687002;691969;741821;776569;860400;845114;996278;1096582;1162976;1593815
4313334;Nova Ramada ;RS;19890;38445;26546;15513;20327;34815;47104;46636;48522;62542;44836;88558;84322;100711;123286;128348;151559
4313359;Nova Roma do Sul ;RS;21356;25629;29963;28919;38342;43579;55880;56480;65324;71153;78748;93657;104364;156704;143849;175248;182745
4313375;Nova Santa Rita ;RS;177795;178732;214435;233790;258165;289135;354278;395646;524361;650454;780498;916384;1081917;1088456;1144392;1301255;1663379
4313391;Novo Cabrais ;RS;19807;24997;27449;24401;27386;31002;39791;41968;44736;48232;50866;68268;77556;82837;78405;86655;88494
4313409;Novo Hamburgo ;RS;2705290;3049437;3304764;3662607;3837965;4114609;4551449;4549759;5536880;6204124;6521644;7053847;7806020;8122465;8257281;8920279;9404444
4313425;Novo Machado ;RS;30435;52352;35817;23244;32710;41865;45794;50010;56117;68913;63479;88335;95606;107614;116292;117418;120591
4313441;Novo Tiradentes ;RS;10302;15937;12637;12156;12726;17566;18773;17555;25033;33535;28118;43271;42403;44166;54411;45727;49260
4313466;Novo Xingu ;RS;11053;15352;12683;11029;15743;19855;22163;20481;25962;28196;23557;41261;42500;46588;52083;50361;57257
4313490;Novo Barreiro ;RS;14042;19381;18243;14797;22314;28877;33454;31907;42423;47734;45766;69751;71491;75458;82760;82921;88454
4313508;Osório ;RS;463284;520961;684654;769055;835538;906473;910851;993943;1239025;1315944;1680519;1037035;1161130;1253351;1326459;1660333;1563675
4313607;Paim Filho ;RS;26994;36484;35318;30301;35282;44804;48544;48838;65457;64938;71034;76708;90423;94685;105740;100979;109912
4313656;Palmares do Sul ;RS;79159;103079;114279;109298;112247;121666;151499;155182;178193;177989;214475;266145;301955;407236;419084;464591;469027
4313706;Palmeira das Missões ;RS;272841;433570;401970;261347;326363;456279;510828;574501;642628;809838;708438;1035809;1070411;1138225;1298201;1254871;1460340
4313805;Palmitinho ;RS;32614;38301;39281;39580;45077;58062;67498;65309;79192;94157;103784;131083;158612;156228;181532;176558;183202
4313904;Panambi ;RS;393697;551951;565791;479926;462846;586279;731141;850022;1100161;1229290;1181027;1605992;1880911;1683165;1684892;1963000;2126578
4313953;Pantano Grande ;RS;74920;109781;107274;91690;94775;102202;125024;126315;158235;178141;203268;238519;258029;271894;316531;330364;346217
4314001;Paraí ;RS;70488;84944;90565;93924;101451;109265;124535;123531;143527;166770;178315;212141;242133;249485;264414;271341;290121
4314027;Paraíso do Sul ;RS;37979;46545;49959;44669;53762;60714;77201;74964;80377;89408;89786;120386;128062;142330;143656;161484;154885
4314035;Pareci Novo ;RS;26087;25645;28666;29174;35645;38076;40323;42113;49842;51795;58678;67348;73924;78591;83994;89597;95838
4314050;Parobé ;RS;454679;421016;413943;448014;434999;476066;511887;516814;729607;816443;884509;959060;1101374;1089027;1059509;1145069;1227222
4314068;Passa Sete ;RS;19809;26990;30276;26914;34251;39720;49251;45718;50410;62584;62543;84227;84371;89702;83838;107245;104234
4314076;Passo do Sobrado ;RS;41334;58803;60080;55485;54083;60834;68008;68078;91883;112427;106725;141940;139988;146818;165323;175606;172014
4314100;Passo Fundo ;RS;1521887;1812027;2004468;2093361;2290435;2555036;3071387;3302338;3903722;4650219;5950713;7232715;7385322;7817190;8342538;8636758;9145515
4314134;Paulo Bento ;RS;13971;25474;24341;18912;28968;36854;42291;40088;46621;53871;54073;73040;67278;75878;92179;88589;95004
4314159;Paverama ;RS;35460;51752;58639;57082;65181;67077;71393;69557;87373;104924;117600;125955;150934;150849;168092;159230;169255
4314175;Pedras Altas ;RS;20190;25150;25372;23080;26155;31625;36103;37233;39314;41051;41698;61503;65060;101750;96427;107418;110305
4314209;Pedro Osório ;RS;37791;46193;48709;46935;48984;54133;66939;70493;105593;79135;87138;99691;118544;123831;129835;147958;149526
4314308;Pejuçara ;RS;45645;87456;73099;37853;67410;86271;109943;123078;118717;142725;99687;200509;186094;198272;246789;221104;268249
4314407;Pelotas ;RS;1733276;1959309;2146149;2327420;2519152;2953063;3272437;3525789;4227940;5266527;5736428;5967011;6658158;7391651;8103230;8417418;8843337
4314423;Picada Café ;RS;64859;67358;84664;106597;121599;121870;160339;175677;238961;259032;288863;299632;349086;306384;323177;296148;344509
4314456;Pinhal ;RS;11941;16093;15839;16460;24888;34542;34685;28372;35759;39994;41695;57475;60490;64487;71854;72583;73958
4314464;Pinhal da Serra ;RS;14433;20710;18634;59484;89784;73090;102065;327606;319504;343250;362717;250069;224444;384175;386080;331288;255942
4314472;Pinhal Grande ;RS;202232;216540;230404;214360;252701;332171;348042;408471;338627;305804;199152;129372;143203;396229;411644;490839;686453
4314498;Pinheirinho do Vale ;RS;15870;22015;19767;21540;23950;32794;38419;35992;44923;49424;50842;65455;74212;73899;73561;85946;84689
4314506;Pinheiro Machado ;RS;60302;68409;69734;76014;92045;107240;135307;146709;160692;176700;182984;209775;248233;251371;299552;283675;287326
4314548;Pinto Bandeira ;RS;0;0;0;0;0;0;0;0;0;0;0;32844;36172;47092;52350;48325;53417
4314555;Pirapó ;RS;13198;19045;16540;15040;18144;21188;24901;23246;28364;31741;31815;41632;44389;49937;58530;57479;67644
4314605;Piratini ;RS;91645;113900;119041;114931;120215;141185;163547;167526;182158;202993;226503;280871;311242;319404;352161;393869;415909
4314704;Planalto ;RS;43703;51412;52432;56597;58773;71556;73168;77538;98172;105718;113410;137470;153189;167452;186658;187002;195022
4314753;Poço das Antas ;RS;10581;13779;14984;14335;15186;17495;22360;23158;26794;27301;35023;58403;59034;62817;69359;80415;88241
4314779;Pontão ;RS;47963;76672;67841;41800;66986;84370;103136;99531;110778;133292;127495;189458;144815;206348;241104;222571;225484
4314787;Ponte Preta ;RS;11505;15201;14174;11465;16635;20840;25045;21318;26064;29712;28508;44891;44109;43732;53220;50973;61997
4314803;Portão ;RS;315056;355821;427674;491649;497562;557403;592106;635643;761657;843178;839538;971377;1144795;1141179;1113614;1099223;1207172
4314902;Porto Alegre ;RS;18375317;20083633;22354511;26017800;28158961;31605965;35019398;37342471;42724992;48288171;54204832;57920358;63989576;68132502;72734881;73314029;77134613
4315008;Porto Lucena ;RS;25741;34153;31601;28865;33785;40952;42015;42572;53950;62288;59447;78950;79135;88547;100967;101493;104686
4315057;Porto Mauá ;RS;12187;17908;16124;14621;17925;20830;21868;25537;27848;32644;36335;41129;44889;50766;58472;55128;61308
4315073;Porto Vera Cruz ;RS;9419;13583;12066;10121;12366;14851;15644;14935;18369;21133;21624;29503;30367;29567;31535;31883;31549
4315107;Porto Xavier ;RS;39823;52604;57042;56302;64707;70313;82186;73424;93760;94029;97997;129139;126416;143121;159234;160842;175984
4315131;Pouso Novo ;RS;13800;14772;19846;19640;22118;24131;30070;29905;28794;31199;33382;39659;39831;37857;43183;43192;41814
4315149;Presidente Lucena ;RS;12584;15077;16125;19828;19965;21860;26335;27897;35205;43254;53858;69972;88839;101312;102932;116855;140251
4315156;Progresso ;RS;32114;43526;47467;42281;48381;58194;62247;58298;68682;82371;80219;100450;111797;107930;116456;123349;124204
4315172;Protásio Alves ;RS;16126;22406;23979;19486;23081;25863;27586;25288;27191;31750;29715;45307;47701;50531;52194;51376;51914
4315206;Putinga ;RS;34691;47298;44127;39615;42626;48391;51092;50233;53495;64414;59669;75064;83947;88125;90852;95909;94170
4315305;Quaraí ;RS;130898;138720;152276;141645;160780;167759;199435;208723;241715;245685;268281;317498;363170;406222;423781;445879;447579
4315313;Quatro Irmãos ;RS;26691;42077;37121;17729;28985;39139;40153;34446;47980;59307;48342;81272;87465;100548;115553;109054;131905
4315321;Quevedos ;RS;26938;44318;33724;25103;36210;43336;56504;59537;58505;77982;67823;127329;123987;131884;152378;138779;180365
4315354;Quinze de Novembro ;RS;40010;68953;53237;40799;51563;61911;78004;72836;73118;90341;87933;135456;128531;128549;135245;135239;148010
4315404;Redentora ;RS;24189;38396;36321;31178;42072;56895;55518;58496;68468;81458;73836;130731;134986;143071;162894;157571;174107
4315453;Relvado ;RS;15611;18919;18805;18101;20332;23214;26725;26367;30884;32498;31612;42691;45823;47097;48627;46015;47103
4315503;Restinga Sêca ;RS;122235;148252;143070;107024;137999;161903;191755;191052;199249;234426;256037;323497;351872;381607;405739;430282;463381
4315552;Rio dos Índios ;RS;16800;30267;28086;19286;24937;33008;38100;35313;39770;46334;43010;71520;63642;74263;79773;78355;87153
4315602;Rio Grande ;RS;1873916;2453545;2430940;2236434;2513033;3685380;4391321;4592347;5143121;5417422;6460758;8147934;7355045;7272308;9661299;9229286;10853316
4315701;Rio Pardo ;RS;222194;256022;266334;241887;266158;308277;358237;365851;439146;498879;498904;700710;744529;827672;900447;886741;933340
4315750;Riozinho ;RS;34012;36857;44192;48479;47107;49939;57351;64394;72344;77125;89214;104082;114339;111259;108942;111504;123810
4315800;Roca Sales ;RS;67036;85960;99974;104034;106796;120291;183304;165287;203690;209492;205750;324411;394011;421165;437432;438538;462546
4315909;Rodeio Bonito ;RS;29815;36157;33488;32599;40110;50393;57077;56815;73328;88757;90903;115911;134332;143061;159951;165587;174930
4315958;Rolador ;RS;16668;31701;19923;17244;22783;32209;39740;35543;44485;54641;39178;76941;74520;75047;97888;82973;99764
4316006;Rolante ;RS;104856;120556;125810;145036;170627;179304;210073;222222;297375;347187;364447;421703;473839;514291;523133;577661;617912
4316105;Ronda Alta ;RS;68603;111784;85988;65527;95294;107513;126809;137696;155991;175686;167155;229019;250179;261922;310299;283503;351049
4316204;Rondinha ;RS;43296;57273;52079;43186;55094;66168;78181;71154;85923;96349;86312;132542;134368;163747;185458;173178;190153
4316303;Roque Gonzales ;RS;32826;48860;39932;39405;43382;55360;65245;64927;79677;90468;83593;110117;116271;572728;612481;772307;806688
4316402;Rosário do Sul ;RS;213591;252824;289142;271722;289920;345435;446780;481078;521125;610586;575139;707150;761640;833608;856639;905584;905708
4316428;Sagrada Família ;RS;9499;13469;13551;10932;12520;18138;23328;19977;25367;30193;24971;47172;52316;54451;59942;54076;57641
