codigo_ibge;municipio;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
4207007;Içara ;12821;13181;12907;11127;10690;11015;11067;10936;11371;10556;8975;8495
4207106;Ilhota ;3233;1303;1295;3215;3219;3218;3118;3134;2982;3002;3002;3002
4207205;Imaruí ;6542;6501;6888;6514;6294;6249;5399;4564;4567;4766;4766;4763
4207304;Imbituba ;3265;3265;3265;3468;3458;3428;3243;3068;2778;2780;2788;2763
4207403;Imbuia ;5164;4872;4336;4729;4441;4651;4841;4900;5046;4859;4866;4979
4207502;Indaial ;681;743;642;583;651;651;651;601;697;697;432;451
4207577;Iomerê ;2522;2541;2169;1848;2548;2365;1820;1820;1917;1867;2232;2612
4207601;Ipira ;2836;2792;2697;2602;2504;2231;2386;2359;1897;1911;1668;1565
4207650;Iporã do Oeste ;10910;11266;11310;9270;10813;7645;7765;7295;6695;7890;4149;4374
4207684;Ipuaçu ;15546;15287;17061;17038;17038;18430;18014;15334;14903;15541;14550;16202
4207700;Ipumirim ;5122;5064;4537;4567;3184;3087;2710;2247;2224;1757;1744;1648
4207759;Iraceminha ;7026;6908;6204;6604;5790;6658;7052;6510;5990;5732;5748;4885
4207809;Irani ;6006;5669;4511;3918;3832;3802;3894;3517;3625;4341;4701;4792
4207858;Irati ;2908;2393;1985;2564;1854;1953;1905;1853;1843;1244;1203;1414
4207908;Irineópolis ;21333;20678;21155;22485;20470;22320;25037;25311;24377;20921;20998;20626
4208005;Itá ;1531;1625;1064;997;975;888;949;846;803;1083;1228;1133
4208104;Itaiópolis ;34594;33698;32103;33459;32879;36290;36745;36605;36910;34873;33895;34005
4208203;Itajaí ;2523;1950;2510;2510;2510;2460;2525;2510;2010;2010;2010;2035
4208302;Itapema ;300;301;380;370;388;388;388;368;340;342;342;342
4208401;Itapiranga ;9600;7264;7765;6855;6290;6965;5815;5355;5125;5565;4795;4324
4208450;Itapoá ;93;87;89;77;69;76;76;115;115;155;163;170
4208500;Ituporanga ;14412;13643;13285;12665;12695;13165;14615;14465;15067;15517;15350;16095
4208609;Jaborá ;4408;4077;4288;4371;3408;3378;3928;3928;3628;3889;3255;2583
4208708;Jacinto Machado ;8981;9112;8967;8995;8955;8990;9090;9090;8890;8885;8385;8805
4208807;Jaguaruna ;8321;7848;8115;8065;8001;7901;7367;7212;6836;6852;6928;6913
4208906;Jaraguá do Sul ;1800;1800;1800;1800;1920;1560;1560;1560;1230;1230;1230;1230
4208955;Jardinópolis ;2390;2018;1642;1540;1365;1445;1905;1903;1823;1464;1366;992
4209003;Joaçaba ;4104;4171;4204;4121;3595;3560;3565;3555;3558;3520;3668;3708
4209102;Joinville ;3706;4476;4011;4290;4760;4460;5060;4800;4800;5070;3750;3610
4209151;José Boiteux ;1968;1858;2499;2488;2438;2253;2123;2148;1961;1901;1641;1604
4209177;Jupiá ;3952;3153;3181;3298;2033;3459;3399;3374;3560;3286;3153;3192
4209201;Lacerdópolis ;2611;2601;2423;2383;2070;2030;2030;1930;1930;1930;1715;1740
4209300;Lages ;10388;10436;10094;9344;9680;11190;10855;12688;12486;12735;13121;13606
4209409;Laguna ;1677;1917;2370;1890;1877;1109;1389;1290;1290;1249;612;616
4209458;Lajeado Grande ;3854;4094;3640;4123;2300;2300;2793;2546;2438;3108;3328;3758
4209508;Laurentino ;1280;1272;1621;1549;1120;1058;1068;1068;972;1199;740;746
4209607;Lauro Müller ;1430;1270;1034;1028;800;767;779;729;718;787;540;509
4209706;Lebon Régis ;8080;7839;7597;7933;7970;8250;8700;8410;8260;8065;7600;8280
4209805;Leoberto Leal ;2938;3090;3378;3398;2834;2850;3080;3383;3363;3292;2934;3141
4209854;Lindóia do Sul ;3714;3388;3121;3226;3014;2856;2540;2125;2109;1703;1790;1500
4209904;Lontras ;2473;2421;2707;2767;2637;2989;3020;3020;3032;3047;1566;1613
4210001;Luiz Alves ;998;1083;712;710;642;742;742;742;612;742;715;712
4210035;Luzerna ;2280;2287;2281;2273;1911;1906;1911;1865;1865;1833;1851;1807
4210050;Macieira ;1293;1432;1560;1514;1500;1504;1514;1495;1512;1542;1561;1552
4210100;Mafra ;40119;38267;38910;38797;37117;37447;38459;38774;39694;37920;41390;42295
4210209;Major Gercino ;1526;1444;605;462;397;562;1025;555;600;915;585;430
4210308;Major Vieira ;18073;17627;17565;17771;16516;17140;17850;18301;16990;15818;15253;15744
4210407;Maracajá ;2673;3278;3060;3252;3025;2865;2075;1975;2005;2208;2068;2150
4210506;Maravilha ;10902;11125;10140;9639;9077;7597;7694;7485;6980;8031;6558;6246
4210555;Marema ;2804;2939;2950;2850;2713;2433;2244;2279;1914;1904;1842;1772
4210605;Massaranduba ;6148;6131;6131;6097;6337;6124;6120;6110;6110;6110;6110;6110
4210704;Matos Costa ;1406;1686;1687;2032;2000;1786;1251;1269;1291;1627;1794;1585
4210803;Meleiro ;11709;11346;11221;11225;11135;11105;11130;11030;10885;10795;10775;10720
4210852;Mirim Doce ;2321;2021;2057;2060;1994;2021;1926;1916;1911;1906;1805;1806
4210902;Modelo ;3581;3320;3138;3213;3180;2560;3490;3400;3210;2645;3090;3340
4211009;Mondaí ;5421;5467;4671;4341;3942;4145;4250;4122;2880;2420;2215;2216
4211058;Monte Carlo ;2868;2816;3003;3032;2745;2735;2683;2568;2319;2178;3689;3572
4211108;Monte Castelo ;7040;7110;7045;7448;7250;7625;7935;7575;6700;6285;6944;6194
4211207;Morro da Fumaça ;1514;1540;1469;1372;1336;1128;1250;1114;1099;1099;989;1239
4211256;Morro Grande ;4289;4306;4355;4435;4285;4135;4135;3975;3995;4090;4070;4015
4211306;Navegantes ;1065;1165;1208;1360;1060;1060;1060;1040;956;956;956;890
4211405;Nova Erechim ;3648;3710;2473;2213;1483;1380;1630;1524;1441;1611;1606;1431
4211454;Nova Itaberaba ;5021;5057;4714;3564;2719;2819;2917;2979;2954;1994;1549;1955
4211504;Nova Trento ;1784;1559;2428;1484;1334;1434;1406;1406;1406;1574;1490;1490
4211603;Nova Veneza ;9028;8986;9020;9078;9110;9240;8885;8895;8792;8910;9025;9105
4211652;Novo Horizonte ;5514;5436;5190;5522;3568;4083;4328;4257;4711;4754;4286;4241
4211702;Orleans ;6438;6193;4734;4417;3780;3780;3659;3759;3674;3907;2914;3028
4211751;Otacílio Costa ;2755;3605;4326;4186;5926;7990;7730;8273;8475;9485;9199;8118
4211801;Ouro ;6652;6708;4857;4805;3675;3645;3645;3370;3370;3302;3180;3437
4211850;Ouro Verde ;14873;14286;13315;12339;12458;13298;15086;14602;15156;14644;15547;17985
4211876;Paial ;962;887;685;697;649;710;588;609;600;709;670;687
4211892;Painel ;1130;840;1132;982;522;702;622;571;479;621;513;834
4211900;Palhoça ;1565;1940;1500;1500;1280;1120;1220;1165;956;1088;643;630
4212007;Palma Sola ;16046;16365;15580;15909;15630;15033;14762;14144;13493;13704;13586;13644
4212056;Palmeira ;1308;1350;850;760;570;850;950;1160;1260;1700;1702;1972
4212106;Palmitos ;16221;13906;13770;13122;12655;13535;13235;13505;13345;13839;10945;11330
4212205;Papanduva ;23601;23092;23480;22975;22540;24185;26780;24939;25415;23965;24063;24844
4212239;Paraíso ;4041;4117;4073;3973;4258;4048;4188;3810;3488;3588;2624;2807
4212254;Passo de Torres ;1066;1144;1022;1070;770;800;800;800;745;695;695;685
4212270;Passos Maia ;7927;8459;8430;8399;8311;8392;8299;8147;8368;7927;7421;7466
4212304;Paulo Lopes ;1446;1541;1606;1761;1686;1600;1595;1595;1595;1599;1348;1355
4212403;Pedras Grandes ;5954;6043;6124;6074;5274;5599;6816;4740;4760;5013;1634;1204
4212502;Penha ;4;4;8;8;8;8;40;40;40;40;42;42
4212601;Peritiba ;2753;2353;2283;2240;1212;1479;1336;1256;1219;1498;1534;1485
4212650;Pescaria Brava ;0;0;0;0;0;762;649;392;245;215;215;215
4212700;Petrolândia ;5949;5128;5158;5433;5628;6107;6392;6285;5965;6581;5298;5564
4212809;Balneário Piçarras ;437;448;471;470;470;470;470;470;445;445;425;425
4212908;Pinhalzinho ;8361;7007;6384;6544;6270;5940;6110;6310;6240;6125;5805;6225
4213005;Pinheiro Preto ;1156;1126;1252;1173;1135;1135;1080;1150;1140;1120;1150;1240
4213104;Piratuba ;2362;2407;2379;2319;2279;2490;2435;2108;1803;1661;1526;1559
4213153;Planalto Alegre ;2184;2219;1660;1400;1202;1385;1331;1030;970;1030;1045;1445
4213203;Pomerode ;1704;1996;1606;1154;648;748;708;458;488;555;169;154
4213302;Ponte Alta ;2151;2149;2139;2442;1967;4597;4687;5201;5643;5212;4170;4290
4213351;Ponte Alta do Norte ;461;508;577;676;585;862;924;805;542;541;939;924
4213401;Ponte Serrada ;4830;4925;5161;4846;4529;4576;4636;4500;4952;5800;5823;6017
4213500;Porto Belo ;95;140;110;101;101;101;108;108;95;81;75;55
4213609;Porto União ;15868;15243;15347;14813;14945;15395;12955;11688;9742;9667;9001;8867
4213708;Pouso Redondo ;5866;4930;4287;4156;5057;5223;5064;5146;4853;4992;4195;4273
4213807;Praia Grande ;4106;4309;4025;4019;4049;3975;4025;4030;3810;3770;3790;3800
4213906;Presidente Castello Branco ;1440;1438;1436;1430;1026;833;836;678;531;728;735;743
4214003;Presidente Getúlio ;3683;3562;3606;3584;3429;3429;3581;3579;3584;3641;3354;3289
4214102;Presidente Nereu ;1728;1640;1724;1755;1680;1680;1830;1870;1808;2025;1581;1631
4214151;Princesa ;2752;2030;2075;1770;2160;2270;2180;2160;2030;1900;2112;2119
4214201;Quilombo ;14661;13801;15301;13727;10566;11011;11876;11546;11626;10777;9059;9296
4214300;Rancho Queimado ;631;531;536;626;386;306;390;390;385;385;403;364
4214409;Rio das Antas ;4845;7067;6573;5130;5920;4705;5225;5070;4900;4800;5663;5771
4214508;Rio do Campo ;5870;5512;5492;5490;5709;5869;6321;4994;5234;5239;5585;5642
4214607;Rio do Oeste ;5103;4947;5120;5115;5065;5168;5205;5085;5115;5210;3895;4248
4214706;Rio dos Cedros ;1855;1924;1810;1777;1797;1792;1592;1492;1482;1492;1151;1151
4214805;Rio do Sul ;1915;1787;1723;1698;1753;1853;1868;1833;1813;1796;1290;1419
4214904;Rio Fortuna ;1558;1599;1154;1499;1164;1164;1164;968;935;995;499;520
4215000;Rio Negrinho ;7708;7707;7502;7652;7585;10325;10450;14865;14810;14705;14805;14805
4215059;Rio Rufino ;1025;972;944;949;1024;937;955;1060;844;851;824;1059
4215075;Riqueza ;3308;3099;2424;3122;3670;3720;3800;3560;3110;2910;2610;2583
4215109;Rodeio ;1014;1084;956;931;911;908;823;823;823;873;710;710
4215208;Romelândia ;4376;3628;3588;1685;1567;2315;2220;1725;1795;1810;1996;1996
4215307;Salete ;2146;2236;2104;2153;1979;1974;1792;1765;1832;1846;1465;1467
4215356;Saltinho ;4205;3538;3181;3335;1641;1770;2219;1977;2140;2279;1553;1449
4215406;Salto Veloso ;1879;1964;1941;1928;1916;2161;2196;1751;1785;1690;1388;1438
4215455;Sangão ;2995;3095;3085;2708;2688;2908;1876;1709;1696;1985;1793;1644
4215505;Santa Cecília ;2120;2244;2203;2044;2027;2383;2672;2568;2619;2784;3375;3409
4215554;Santa Helena ;2655;2858;2874;2995;2412;2740;2285;2095;2195;2345;1524;1609
4215604;Santa Rosa de Lima ;444;460;365;448;456;402;358;340;137;150;241;218
4215653;Santa Rosa do Sul ;2462;3109;2929;3045;2590;2300;2350;2350;1925;1832;1832;1681
4215679;Santa Terezinha ;11869;12149;11035;11083;11840;12252;14724;14506;14693;17040;12680;12486
4215687;Santa Terezinha do Progresso ;3480;3256;3394;3228;1453;914;944;932;786;1041;704;750
4215695;Santiago do Sul ;2303;2132;2386;2351;1434;1505;1548;1591;1345;1464;1758;1906
4215703;Santo Amaro da Imperatriz ;530;978;980;880;780;340;295;295;295;175;231;238
4215752;São Bernardino ;5477;4297;2981;3617;1760;1801;1866;1931;2075;2178;2001;1967
4215802;São Bento do Sul ;2509;2557;2530;2533;2511;2337;2400;2370;2845;2325;2345;2345
4215901;São Bonifácio ;1121;1022;1571;985;966;547;627;662;448;438;419;314
4216008;São Carlos ;7005;7215;5597;4675;4815;3915;3865;3712;3576;2248;2474;2830
4216057;São Cristóvão do Sul ;1210;1207;1259;876;616;724;716;542;316;362;547;527
4216107;São Domingos ;25761;28480;26615;25790;25086;26171;27831;26668;27194;33782;28345;28507
4216206;São Francisco do Sul ;233;219;160;163;130;124;120;120;75;45;35;39
4216255;São João do Oeste ;3740;3965;2814;2690;2185;3170;2980;3050;3090;3030;2088;2168
4216305;São João Batista ;998;1006;683;423;638;818;730;650;650;711;640;640
4216354;São João do Itaperiú ;1762;1774;1740;1217;1189;1163;1147;1135;1132;1174;1220;1220
4216404;São João do Sul ;6718;7053;6800;7310;6710;6240;6460;6525;5985;6195;6225;5815
4216503;São Joaquim ;2080;1750;1655;1465;1505;1355;1375;1378;1376;1378;1327;1057
4216602;São José ;355;332;332;340;242;137;135;165;165;180;66;65
4216701;São José do Cedro ;9963;9722;9450;10105;10545;10050;9860;10240;10200;10500;8271;8559
4216800;São José do Cerrito ;14763;15751;12749;11819;10619;10065;10775;11780;13030;13512;13132;13617
4216909;São Lourenço do Oeste ;15724;13230;11837;12593;9561;9486;9213;8749;9234;9609;9508;7419
4217006;São Ludgero ;950;932;669;747;358;340;308;368;302;196;203;227
4217105;São Martinho ;1757;1576;1623;1443;1620;1240;1625;675;645;645;645;645
4217154;São Miguel da Boa Vista ;1124;1235;1109;664;800;752;907;972;927;938;990;1137
4217204;São Miguel do Oeste ;4737;4956;4439;4945;4660;5035;4966;5450;5040;4230;3500;3470
4217253;São Pedro de Alcântara ;778;664;896;399;352;404;442;442;322;227;288;215
4217303;Saudades ;9759;9367;9315;9215;8938;8878;8998;7023;7123;7333;6923;6793
4217402;Schroeder ;539;539;439;439;500;425;425;370;370;370;370;370
4217501;Seara ;8937;8935;8795;7419;8094;8132;7404;7127;6906;3951;3429;3814
4217550;Serra Alta ;3995;3662;2889;2516;2050;2540;3030;2830;2705;2010;2615;2585
4217600;Siderópolis ;858;909;876;868;822;687;748;812;612;355;461;470
4217709;Sombrio ;3906;5233;4270;4830;4250;4280;4430;4390;4421;4421;4011;3675
4217758;Sul Brasil ;3605;3567;3379;2539;1799;1694;1764;1639;1860;945;1060;1040
4217808;Taió ;7890;7962;8365;6090;7680;7505;6750;6870;7330;7210;5930;6080
4217907;Tangará ;8419;9725;9631;9275;9625;8391;8591;8791;9511;8875;9016;9067
4217956;Tigrinhos ;2942;3083;2614;2524;2505;2165;2150;1800;1660;1859;1712;1762
4218004;Tijucas ;2737;2616;2608;2571;2605;2543;2458;2440;2445;1797;2435;2220
4218103;Timbé do Sul ;4618;4607;4477;4333;3703;3615;3715;3620;3785;3780;3580;3595
4218202;Timbó ;1468;1580;1500;1500;1210;1210;1210;1050;1040;890;625;625
4218251;Timbó Grande ;1665;1837;1844;1549;2169;1805;1950;1675;1351;1199;1408;1468
4218301;Três Barras ;10095;10310;9870;10125;9520;9550;10510;10025;9265;9445;9059;8419
4218350;Treviso ;273;271;223;135;147;90;84;154;108;91;60;60
4218400;Treze de Maio ;3541;3016;3072;3011;2494;2529;2597;2510;2806;2970;3025;3028
4218509;Treze Tílias ;3480;3500;2455;2455;1635;1630;1620;1510;1510;1490;2285;2270
4218608;Trombudo Central ;1598;1977;1830;1793;1838;1743;1759;1914;1774;1651;1466;1499
4218707;Tubarão ;6880;7969;7923;7623;7520;6870;6790;6442;6482;6485;5585;5670
4218756;Tunápolis ;3783;3453;3692;2452;2772;2660;2560;2505;1875;2075;1391;1488
4218806;Turvo ;12181;11641;11817;11220;11330;12330;12330;12230;12130;12145;12210;12410
4218855;União do Oeste ;4607;4436;3725;2775;2512;2542;2342;2400;2530;2294;2414;2404
4218905;Urubici ;2322;2114;2293;2251;1583;1030;1070;1110;1081;1090;1136;1415
4218954;Urupema ;737;707;737;493;417;306;376;336;246;326;266;177
4219002;Urussanga ;2252;2005;1878;1638;1592;1707;1578;1558;1555;1550;1630;1720
4219101;Vargeão ;8745;8356;7152;7967;7014;7310;7370;7341;7109;7104;7054;6915
4219150;Vargem ;6114;6668;6176;5989;5654;5444;5426;5226;5326;5261;5326;4996
4219176;Vargem Bonita ;1907;1886;1592;1339;1037;620;1225;1190;1540;1159;2477;2416
4219200;Vidal Ramos ;6644;6017;5885;5930;5679;5949;6441;6871;6654;6552;6214;6142
4219309;Videira ;6718;6709;6873;6754;6873;6802;7345;7268;8512;8274;7030;7683
4219358;Vitor Meireles ;5192;4959;4947;4322;4156;4376;4026;4216;4019;4019;2707;3865
4219408;Witmarsum ;3023;2961;3118;2801;2713;2713;2883;2383;2409;2329;1877;1707
4219507;Xanxerê ;21301;22518;18116;17912;17480;17980;19590;17388;17628;18578;20314;18564
4219606;Xavantina ;5302;5472;3995;3636;2199;1564;1190;1228;868;1511;1457;1441
4219705;Xaxim ;10583;10699;10124;8991;7872;8162;8615;6659;6344;6010;6517;6367
4219853;Zortéa ;9156;9431;9118;8820;8910;8705;8605;8105;8205;8355;6945;6940
4220000;Balneário Rincão ;0;0;0;0;0;10;10;14;22;40;40;12
4300034;Aceguá ;9783;17600;17500;23323;21000;30350;32900;35820;33860;31114;36010;34149
4300059;Água Santa ;18879;19429;18504;18560;18634;18393;18668;18121;17953;17655;17601;19188
4300109;Agudo ;20395;20643;20545;19924;18364;19357;19554;20181;19633;19749;19587;19678
4300208;Ajuricaba ;30058;28214;27404;26511;29896;29997;29989;28047;26132;28694;31811;31666
4300307;Alecrim ;9623;7340;7193;6858;6258;6743;4338;4225;4101;4071;4101;4716
4300406;Alegrete ;71780;79380;80180;76113;75985;87615;89493;90111;82931;88952;96475;94564
4300455;Alegria ;14419;13590;14215;14493;14244;12594;11124;10829;11679;10923;12590;11967
4300471;Almirante Tamandaré do Sul ;21343;20795;19972;20227;20527;23697;25318;23931;23968;22893;22338;22271
4300505;Alpestre ;13581;13941;13506;13501;12305;12799;11199;10748;8118;8259;6261;6450
4300554;Alto Alegre ;8534;8499;8057;8677;8615;8645;8410;7380;7850;7655;7615;7460
4300570;Alto Feliz ;430;405;390;368;346;333;237;222;219;218;219;245
4300604;Alvorada ;119;184;184;190;134;179;183;146;116;102;83;86
4300638;Amaral Ferrador ;6243;6624;7325;6875;6395;7083;6793;6650;6745;6940;6795;6958
4300646;Ametista do Sul ;3932;3952;3852;3341;2729;2203;1936;1837;1854;1859;1864;1829
4300661;André da Rocha ;13726;14081;14800;15281;16600;16872;18137;20266;18459;21905;21550;21601
4300703;Anta Gorda ;8971;8940;8984;8981;8951;8273;8218;8044;8151;8164;6681;4585
4300802;Antônio Prado ;3447;3054;3039;3539;2683;2674;2474;2466;2505;2605;1602;1921
4300851;Arambaré ;16534;15849;16348;17509;18249;20939;21832;24499;24189;21973;20776;22289
4300877;Araricá ;189;189;190;208;227;228;225;225;230;232;119;69
4300901;Aratiba ;7747;7727;6019;4680;4982;4820;4824;4926;4374;4207;3593;4108
4301008;Arroio do Meio ;3310;3215;2980;3270;3936;2955;2933;2927;2323;2850;2828;3099
4301057;Arroio do Sal ;45;45;45;52;217;197;125;123;124;125;125;114
4301073;Arroio do Padre ;1657;1840;1816;1539;1440;1605;1777;1695;1515;2261;2164;2363
4301107;Arroio dos Ratos ;3044;2202;1877;2377;2357;2684;3365;3944;3879;4143;4692;4292
4301206;Arroio do Tigre ;22495;24495;21870;21690;21868;21691;22018;21398;20390;20915;20238;19506
4301305;Arroio Grande ;52780;62103;61907;64427;62017;79887;83075;83805;84178;86353;86896;76710
4301404;Arvorezinha ;6423;6629;5899;5892;6152;6045;6063;5838;5867;5836;5859;4408
4301503;Augusto Pestana ;27711;28048;26660;26916;28001;28667;29986;28937;28920;28875;29309;29649
4301552;Áurea ;13036;13716;10263;10178;10226;9969;9601;9301;9537;9828;9172;8456
4301602;Bagé ;23226;26180;24480;24691;29914;45491;34300;48350;48235;47741;47048;50088
4301636;Balneário Pinhal ;348;348;268;140;110;523;488;460;285;503;574;534
4301651;Barão ;1135;1132;1077;1130;1025;1018;988;925;918;1038;922;925
4301701;Barão de Cotegipe ;14623;14358;14054;12889;12802;13202;13330;12369;14284;14692;11307;11846
4301750;Barão do Triunfo ;6662;6542;6661;7467;7131;6551;6049;6050;6853;7026;5159;6761
4301800;Barracão ;23731;25311;26515;26663;26763;26654;27777;27595;27551;27871;28681;29181
4301859;Barra do Guarita ;3276;3257;2897;2704;2554;2674;2724;2657;2693;2723;2858;2857
4301875;Barra do Quaraí ;22408;21017;22257;21526;21023;22003;23647;24965;26829;24860;23082;23456
4301909;Barra do Ribeiro ;13736;15037;15444;15370;15784;14642;16846;17196;17235;17438;18031;18013
4301925;Barra do Rio Azul ;3732;3311;2461;2579;2292;2424;2516;2382;2467;2520;2486;2226
4301958;Barra Funda ;5181;4769;5265;5067;5061;4925;5205;4601;4647;4677;4547;4539
4302006;Barros Cassal ;11264;11756;11430;12883;11882;12382;12387;12187;14564;15054;14748;15048
4302055;Benjamin Constant do Sul ;3782;3937;3732;3759;2835;2482;2648;2705;2543;2603;2520;2762
4302105;Bento Gonçalves ;1792;1784;1784;1803;1438;1433;1412;1390;1383;642;648;510
4302154;Boa Vista das Missões ;30206;29840;28066;28821;28978;30801;30011;28432;27900;28730;30705;30080
4302204;Boa Vista do Buricá ;8451;8218;7934;8077;8135;7929;5099;4933;4974;4945;5020;4960
4302220;Boa Vista do Cadeado ;56262;50281;53163;53164;61085;60546;60967;58066;58166;53776;53866;53441
4302238;Boa Vista do Incra ;35584;36061;35993;38586;38423;39530;40993;39513;38242;37588;37625;38470
4302253;Boa Vista do Sul ;804;834;834;854;853;821;819;806;578;558;509;626
4302303;Bom Jesus ;12300;18050;22000;19950;22100;19260;20960;21010;20810;21570;22530;31200
4302352;Bom Princípio ;1928;1932;1942;1942;1957;1053;1133;1163;988;718;707;717
4302378;Bom Progresso ;6593;7110;6793;6686;6580;6270;6250;6209;6635;6852;6856;7079
4302402;Bom Retiro do Sul ;893;946;929;857;701;715;592;572;1249;617;543;616
4302451;Boqueirão do Leão ;6315;6418;6122;6148;5050;4947;4783;4841;4844;5678;5575;5696
4302501;Bossoroca ;44622;46350;43730;45921;50030;55545;57566;54011;51561;56424;53821;56191
4302584;Bozano ;18252;16769;17509;18000;19440;19412;19516;18173;17419;17442;19820;20189
4302600;Braga ;13639;13451;12548;12097;12184;12394;12324;11512;11157;11545;12645;12642
4302659;Brochier ;1714;1714;1714;1714;1717;532;531;531;490;506;487;477
4302709;Butiá ;7815;6655;6119;6701;6316;7287;7577;7728;10672;9772;11722;11422
4302808;Caçapava do Sul ;14348;15108;15048;14035;15014;21988;21810;21510;22149;28244;29052;28877
4302907;Cacequi ;35556;32797;30096;30982;35087;36704;39292;38492;33586;34705;40024;43796
4303004;Cachoeira do Sul ;103045;105155;98655;108915;140493;177012;181704;186076;181967;184202;179673;139545
4303103;Cachoeirinha ;4;2;2;3;1;1;0;0;0;0;0;0
4303202;Cacique Doble ;12645;12345;12043;11877;11544;10840;10890;10984;10645;10761;11267;11288
4303301;Caibaté ;18464;18039;17256;21676;22975;23668;24440;21605;21754;22479;23019;23640
4303400;Caiçara ;12899;13424;12918;12139;11841;10891;10417;10358;8368;8975;8308;8543
4303509;Camaquã ;48831;50594;48307;51860;59572;64174;72098;72935;74141;75034;73315;70495
4303558;Camargo ;7998;7782;7727;7665;7308;6671;6879;7030;7179;7357;7105;6982
4303608;Cambará do Sul ;442;456;566;540;920;970;970;960;910;1090;1340;1420
4303673;Campestre da Serra ;7471;7707;7279;5725;6957;7176;8880;9318;10663;12648;15174;15678
4303707;Campina das Missões ;15473;13708;12846;12430;12574;12250;10345;9097;8677;8781;9386;9381
4303806;Campinas do Sul ;20322;21993;21963;22998;23300;21978;22656;21144;20867;20978;21156;21114
4303905;Campo Bom ;262;262;252;171;172;182;187;197;156;162;156;127
4304002;Campo Novo ;19139;18998;19896;18227;19022;20745;21014;19710;19341;18975;18676;19076
4304101;Campos Borges ;11022;10123;9090;9659;10453;11292;11944;11983;10691;10639;10559;10390
4304200;Candelária ;43292;43472;40328;40693;40546;41406;42486;42334;42168;44051;42622;39468
4304309;Cândido Godói ;23275;22785;20814;21296;21285;21140;16649;16608;16068;15858;17250;15484
4304358;Candiota ;8028;8478;8428;10173;7973;11038;14358;13398;19245;18394;18343;21364
4304408;Canela ;589;527;480;495;496;310;384;363;320;312;279;276
4304507;Canguçu ;52874;56761;63261;61743;54860;60202;67810;69080;66424;67600;69303;73567
4304606;Canoas ;808;808;804;804;454;412;207;207;207;527;715;715
4304614;Canudos do Vale ;1411;1357;1355;1105;907;957;905;756;741;689;684;701
4304622;Capão Bonito do Sul ;27852;32455;30604;29284;28284;27724;27688;26124;26564;36013;33715;34475
4304630;Capão da Canoa ;503;502;502;232;77;42;22;22;63;63;165;170
4304655;Capão do Cipó ;70580;64804;67402;75343;78930;79095;81940;76600;76060;74769;73239;73323
4304663;Capão do Leão ;17288;17263;14578;14741;12617;13927;14958;15242;14838;15642;15245;15709
4304671;Capivari do Sul ;12860;12512;14767;14993;13710;16365;16979;16762;16627;16938;15438;15708
4304689;Capela de Santana ;1565;1565;1565;1565;2420;2238;2238;2243;2031;1973;2051;2029
4304697;Capitão ;359;505;534;541;531;415;413;401;150;150;150;115
4304705;Carazinho ;47457;43347;46251;44747;44756;47048;47951;47056;43686;44832;46169;47041
4304713;Caraá ;2593;2708;2793;2689;2729;2766;2529;2834;2762;2887;3079;2984
4304804;Carlos Barbosa ;1165;1162;1162;1162;1110;1053;953;881;865;860;865;1120
4304853;Carlos Gomes ;6874;6564;6238;6141;6536;6268;5742;5036;4893;4945;5059;5297
4304903;Casca ;13627;13400;12200;12282;12941;11456;11753;11420;11318;11055;11118;12548
4304952;Caseiros ;10623;11233;12099;11019;10656;8866;9712;9566;9682;12339;10297;10337
4305009;Catuípe ;50179;50580;51235;54470;53935;52233;53677;50809;46557;45467;47367;45801
4305108;Caxias do Sul ;5227;5215;5178;5257;3121;5301;5303;5416;5426;5615;7564;8164
4305116;Centenário ;10282;10632;9809;9502;10457;9824;9690;8883;8694;9426;9101;9147
4305124;Cerrito ;6535;6941;7064;6610;6558;6706;5839;6944;6845;7129;6802;7788
4305132;Cerro Branco ;5813;6143;5978;5988;5444;5566;5885;5624;5201;5323;5302;5234
4305157;Cerro Grande ;6729;6524;6874;7902;7421;8420;7303;9073;7983;8178;7616;7626
4305173;Cerro Grande do Sul ;8280;7575;7577;7580;7693;8004;8608;8636;8936;9159;8796;6978
4305207;Cerro Largo ;11729;11324;11524;11200;11628;11961;10621;9898;9813;10393;10401;9540
4305306;Chapada ;54041;52631;51868;51290;50199;51976;60574;54350;51721;50821;53801;52601
4305355;Charqueadas ;3502;4196;4279;4610;4949;5700;6200;6374;6679;6347;7390;7218
4305371;Charrua ;12713;12483;12543;12468;12248;11838;11794;11844;11588;11404;11261;11415
4305405;Chiapetta ;35393;34848;35402;35794;36522;37088;39850;40127;36268;41606;40089;40427
4305439;Chuí ;3555;3881;3772;4093;3094;4209;5326;5154;5740;4455;4094;4908
4305447;Chuvisca ;9280;9282;9280;9780;9832;9791;9174;8882;7939;8160;7962;7156
4305454;Cidreira ;1022;1197;801;1264;1195;1285;1303;1538;1453;1459;1784;1609
4305504;Ciríaco ;19140;19685;17173;17138;16349;17996;18119;17324;15427;16828;16197;16343
4305587;Colinas ;914;959;852;860;824;825;824;808;828;829;853;850
4305603;Colorado ;25719;24175;25218;25386;26602;26709;28419;25539;25939;24773;25211;27423
4305702;Condor ;43421;43570;43499;43459;43625;43576;43426;41317;42507;41622;41652;42967
4305801;Constantina ;15105;15074;17562;16679;18273;20273;19449;16089;15136;15221;14324;14458
