codigo_ibge;municipio;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
2313005;Solonópole ;13275;15728;6954;14838;3608;7264;11434;9793;7738;8812;9308;9108
2313104;Tabuleiro do Norte ;3433;5454;2184;5996;1871;385;2022;2780;4120;2652;2583;1623
2313203;Tamboril ;13398;8836;7276;13953;10656;8656;12235;20960;23282;24182;21906;19996
2313252;Tarrafas ;4763;5421;7059;6791;4409;4450;3242;2220;3150;3844;2848;2599
2313302;Tauá ;35526;36832;30856;38422;31234;16001;20461;19481;23811;24926;24302;22059
2313351;Tejuçuoca ;5014;6297;5634;5765;4805;2922;3855;4121;5123;10166;3458;4389
2313401;Tianguá ;11737;10697;8373;7902;6351;5066;6883;6615;7087;7387;7400;5385
2313500;Trairi ;14562;14576;11493;13244;14541;8888;8698;11092;11144;11186;11551;3702
2313559;Tururu ;4743;4841;3908;4556;4334;3643;4960;5220;4919;7293;8740;8549
2313609;Ubajara ;6076;6624;6025;7133;6746;5795;3090;2742;3330;3280;3483;4014
2313708;Umari ;2342;2529;1924;2064;2063;1473;1487;1101;1124;1657;1718;1550
2313757;Umirim ;3771;3621;3684;6334;3790;3448;5375;4074;5287;5792;5060;5152
2313807;Uruburetama ;1268;1323;1369;1570;1396;1235;1356;1555;1429;2057;1810;2006
2313906;Uruoca ;2715;2815;5225;5805;8360;7260;5897;4582;4296;3865;4279;4410
2313955;Varjota ;3940;4050;3542;4034;6313;3251;2640;3584;3260;3561;4191;3557
2314003;Várzea Alegre ;8840;8824;7890;8193;7043;4572;4823;4108;4360;4820;5357;3109
2314102;Viçosa do Ceará ;14379;14604;10884;12910;13108;11780;11176;9268;10373;10440;11135;9484
2400109;Acari ;88;802;126;218;101;60;435;75;214;283;245;389
2400208;Açu ;1109;1345;360;1675;133;490;897;810;930;610;975;1766
2400307;Afonso Bezerra ;483;1198;258;707;153;537;854;836;664;591;1634;1145
2400406;Água Nova ;518;542;380;541;451;427;448;384;473;401;341;342
2400505;Alexandria ;1725;1436;537;588;582;528;1093;601;500;80;456;507
2400604;Almino Afonso ;1171;1176;249;833;570;554;613;199;176;178;371;293
2400703;Alto do Rodrigues ;400;520;240;645;70;163;586;642;1530;250;1004;440
2400802;Angicos ;1020;1160;320;650;13;60;590;260;500;530;590;650
2400901;Antônio Martins ;1637;1354;417;911;897;824;744;597;384;654;795;820
2401008;Apodi ;17531;17731;1657;15486;1855;4225;4169;1755;3425;3250;3240;3255
2401107;Areia Branca ;676;840;70;585;398;480;780;320;360;390;380;400
2401206;Arês ;5327;5277;4332;4332;5035;5017;4975;5020;5050;5015;5160;5110
2401305;Augusto Severo ;1527;861;75;835;235;100;170;600;320;474;240;265
2401404;Baía Formosa ;16172;16160;16162;16315;18157;18315;18160;18135;18110;18120;19190;19180
2401453;Baraúna ;11767;11787;4785;5555;5722;7835;5290;3680;3052;2754;7000;11100
2401503;Barcelona ;753;546;265;462;36;497;212;404;355;150;405;605
2401602;Bento Fernandes ;1710;1624;301;1302;52;1060;259;337;253;253;296;327
2401651;Bodó ;2646;2719;2093;1783;930;1326;2032;2122;1582;1402;2302;2503
2401701;Bom Jesus ;2131;2338;845;2058;1350;2054;1304;1752;952;702;1152;1706
2401800;Brejinho ;5170;5018;2850;3010;6330;6270;6285;400;500;470;205;230
2401859;Caiçara do Norte ;215;275;120;205;55;205;149;119;119;123;300;850
2401909;Caiçara do Rio do Vento ;410;380;55;314;20;102;250;205;265;10;220;320
2402006;Caicó ;1006;109;193;972;569;596;404;182;300;180;140;100
2402105;Campo Redondo ;1724;1715;260;1450;5;343;911;1504;856;437;870;917
2402204;Canguaretama ;8702;8749;8500;8660;15310;15210;15155;15210;15160;15180;15180;15240
2402303;Caraúbas ;3978;1955;80;2177;460;1425;1155;1145;795;876;906;1330
2402402;Carnaúba dos Dantas ;81;399;86;426;71;0;220;400;600;510;605;335
2402501;Carnaubais ;1220;1260;1115;1367;135;455;691;591;570;554;1418;2310
2402600;Ceará-Mirim ;8632;9838;8354;7404;7302;2237;4197;4590;4590;3490;3910;4350
2402709;Cerro Corá ;2513;3060;1290;2146;3025;339;1010;3050;1800;1860;3500;5610
2402808;Coronel Ezequiel ;2782;2485;870;642;85;1000;758;1130;790;375;870;927
2402907;Coronel João Pessoa ;1433;1481;1133;1110;794;689;903;729;720;704;842;609
2403004;Cruzeta ;449;180;86;170;130;46;200;200;283;404;414;218
2403103;Currais Novos ;1341;1790;438;675;70;115;1260;400;400;400;200;283
2403202;Doutor Severiano ;1247;1324;909;956;826;725;1001;709;823;710;910;909
2403251;Parnamirim ;948;857;861;792;967;320;190;120;45;35;25;15
2403301;Encanto ;798;769;161;795;608;673;765;30;190;310;328;374
2403400;Equador ;462;317;190;197;152;63;112;87;145;120;330;299
2403509;Espírito Santo ;2394;2307;218;296;250;135;280;270;203;111;125;105
2403608;Extremoz ;1270;1160;865;1075;795;770;133;135;160;125;167;167
2403707;Felipe Guerra ;1063;927;157;752;270;450;485;265;406;428;508;473
2403756;Fernando Pedroza ;140;160;130;180;340;85;165;195;220;270;505;160
2403806;Florânia ;830;687;351;721;410;600;1480;1452;982;307;559;983
2403905;Francisco Dantas ;861;654;162;571;540;548;529;432;301;250;200;450
2404002;Frutuoso Gomes ;779;852;430;504;383;371;497;367;233;298;376;451
2404101;Galinhos ;80;50;200;290;320;240;310;585;454;560;555;380
2404200;Goianinha ;6493;6381;6448;6503;6168;5800;5960;5960;5920;5990;6170;6210
2404309;Governador Dix-Sept Rosado ;1339;1339;45;1888;196;1429;1761;1486;1656;1821;1726;3816
2404408;Grossos ;394;394;19;556;140;258;220;1332;700;700;610;610
2404507;Guamaré ;1476;1303;1475;1611;1177;112;600;790;710;710;350;1300
2404606;Ielmo Marinho ;3051;2848;1810;2494;699;1164;1483;1462;1704;2009;2070;2123
2404705;Ipanguaçu ;1207;1346;1674;1593;200;205;1156;606;887;400;620;180
2404804;Ipueira ;69;155;30;154;30;227;134;90;125;553;543;306
2404853;Itajá ;150;180;85;338;8;20;110;120;220;263;460;220
2404903;Itaú ;1910;2000;0;970;240;980;1400;520;1265;1410;1030;1140
2405009;Jaçanã ;915;1065;965;712;237;489;754;635;530;410;740;852
2405108;Jandaíra ;839;916;240;781;781;111;321;345;439;206;506;660
2405207;Janduís ;258;202;18;489;297;470;447;247;287;300;290;325
2405306;Januário Cicco ;4260;4866;4656;3208;3292;874;3752;2302;1205;955;2105;2305
2405405;Japi ;2935;2229;2627;2418;129;1432;0;604;906;304;706;503
2405504;Jardim de Angicos ;552;540;140;260;390;540;340;250;215;179;218;218
2405603;Jardim de Piranhas ;393;288;118;179;408;110;175;183;207;85;230;202
2405702;Jardim do Seridó ;566;917;284;356;134;30;303;280;400;240;175;230
2405801;João Câmara ;4402;3758;1350;2250;405;1000;1080;1100;630;800;566;471
2405900;João Dias ;393;405;460;386;294;302;685;677;683;328;369;325
2406007;José da Penha ;1700;1528;612;1098;679;976;1035;721;620;175;1403;1158
2406106;Jucurutu ;862;928;265;347;120;60;350;350;190;380;449;337
2406155;Jundiá ;1955;1725;480;510;315;460;460;380;370;325;325;495
2406205;Lagoa d'Anta ;1720;2516;846;2706;3901;533;903;1153;506;756;1307;1711
2406304;Lagoa de Pedras ;1566;2078;1163;1643;815;330;300;300;300;450;400;220
2406403;Lagoa de Velhos ;788;1068;1105;1025;67;281;46;404;307;207;307;507
2406502;Lagoa Nova ;2100;3100;1240;940;1480;300;2400;820;700;2000;2000;3600
2406601;Lagoa Salgada ;3741;2278;1640;1885;665;980;1040;943;473;330;600;122
2406700;Lajes ;210;210;200;408;25;115;390;350;1280;800;1660;1130
2406809;Lajes Pintadas ;1586;1271;1262;865;3;147;932;807;262;422;431;535
2406908;Lucrécia ;993;982;318;422;517;483;448;120;222;514;493;471
2407005;Luís Gomes ;1927;1380;1363;1352;1214;884;1296;312;312;406;803;738
2407104;Macaíba ;4514;4172;1168;1750;990;1842;546;970;1400;540;820;570
2407203;Macau ;740;790;400;1010;275;210;720;785;600;683;550;479
2407252;Major Sales ;1143;568;466;639;458;488;615;120;106;695;995;334
2407302;Marcelino Vieira ;1170;1081;858;1168;867;889;1043;805;394;836;807;803
2407401;Martins ;1713;1552;584;784;646;586;710;647;551;337;574;434
2407500;Maxaranguape ;480;494;485;332;83;332;321;194;204;690;605;605
2407609;Messias Targino ;238;181;2;206;24;198;201;226;243;281;261;300
2407708;Montanhas ;735;575;555;620;415;567;435;440;451;430;350;150
2407807;Monte Alegre ;1262;1153;974;1121;1390;620;595;640;540;640;590;490
2407906;Monte das Gameleiras ;907;1229;109;1279;64;229;422;825;624;524;623;833
2408003;Mossoró ;16800;21020;7430;18425;8920;10605;11245;15660;11380;12120;13700;14050
2408102;Natal ;0;0;0;0;0;0;0;0;0;0;0;0
2408201;Nísia Floresta ;1963;1874;2033;2140;1180;1060;970;925;985;1045;1135;1155
2408300;Nova Cruz ;3470;1958;1711;1711;1128;1365;1265;980;820;570;900;785
2408409;Olho d'Água do Borges ;238;333;28;721;87;151;210;440;200;260;1000;1100
2408508;Ouro Branco ;566;824;215;524;35;47;113;103;201;160;160;153
2408607;Paraná ;991;698;444;646;434;501;698;215;121;550;600;625
2408706;Paraú ;200;180;80;200;10;15;200;120;160;200;180;300
2408805;Parazinho ;734;1345;94;712;116;502;232;410;410;390;482;505
2408904;Parelhas ;667;1051;230;701;701;18;658;600;410;516;713;660
2408953;Rio do Fogo ;390;355;490;530;216;530;530;255;260;226;230;130
2409100;Passa e Fica ;2141;2829;902;3015;1800;1513;904;1181;971;770;1621;1721
2409209;Passagem ;565;550;540;635;695;143;159;275;265;245;285;180
2409308;Patu ;484;422;11;827;163;768;856;406;321;405;510;790
2409332;Santa Maria ;2071;1556;605;773;95;691;401;605;558;407;409;609
2409407;Pau dos Ferros ;1592;1120;520;477;422;243;660;280;1000;850;572;890
2409506;Pedra Grande ;739;1154;134;495;84;178;260;270;90;115;360;370
2409605;Pedra Preta ;430;580;330;900;95;650;1400;520;1400;560;950;960
2409704;Pedro Avelino ;703;950;400;1490;50;235;381;500;600;300;430;750
2409803;Pedro Velho ;3360;3152;3700;3420;2970;3000;3072;2660;2710;2705;2810;2760
2409902;Pendências ;275;595;305;707;25;215;140;220;300;535;768;1014
2410009;Pilões ;1576;1788;696;481;264;251;590;89;380;718;620;402
2410108;Poço Branco ;2002;1765;925;810;470;715;765;625;830;880;1060;1360
2410207;Portalegre ;1333;1165;481;712;702;575;836;477;479;503;492;441
2410256;Porto do Mangue ;790;1150;360;1150;350;255;800;657;300;970;439;920
2410306;Serra Caiada ;3334;4421;2370;2253;1675;1251;676;1601;951;701;1240;2106
2410405;Pureza ;3343;3265;2720;2970;2140;2970;2330;2460;2864;5805;6295;5549
2410504;Rafael Fernandes ;717;1220;514;792;647;663;339;122;70;200;295;211
2410603;Rafael Godeiro ;659;656;192;313;467;475;307;200;300;400;250;436
2410702;Riacho da Cruz ;676;699;257;448;438;410;399;391;340;140;320;295
2410801;Riacho de Santana ;990;614;355;571;362;491;783;483;410;340;540;450
2410900;Riachuelo ;1220;1058;678;930;142;1684;205;904;509;459;542;909
2411007;Rodolfo Fernandes ;588;558;0;417;25;254;315;80;360;419;536;442
2411056;Tibau ;749;749;17;432;118;435;908;1900;2420;2420;2790;2640
2411106;Ruy Barbosa ;1287;806;404;1474;146;829;367;803;555;275;305;605
2411205;Santa Cruz ;3643;4504;4294;4400;465;1740;626;3022;1877;857;2016;2516
2411403;Santana do Matos ;1143;1530;500;1360;760;280;1250;1400;1552;4010;3760;3320
2411429;Santana do Seridó ;88;304;132;139;108;1;145;147;203;256;190;308
2411502;Santo Antônio ;3590;3147;1628;2335;630;1245;575;390;1170;820;3570;3570
2411601;São Bento do Norte ;422;442;140;385;39;412;374;822;576;810;456;600
2411700;São Bento do Trairí ;1171;1226;102;1221;52;155;403;802;505;403;602;1000
2411809;São Fernando ;223;342;100;277;142;155;234;183;310;310;320;148
2411908;São Francisco do Oeste ;769;518;82;570;417;417;394;220;240;721;301;402
2412005;São Gonçalo do Amarante ;4313;4095;4094;2716;1236;2156;1410;1310;1310;1650;1450;1450
2412104;São João do Sabugi ;454;330;52;699;58;49;273;250;253;218;255;219
2412203;São José de Mipibu ;6505;6079;6168;6573;5895;5645;4875;4825;4795;4845;4880;4880
2412302;São José do Campestre ;2846;2037;311;2038;826;1007;807;3002;1706;704;907;4126
2412401;São José do Seridó ;242;283;181;327;42;16;180;312;160;160;90;420
2412500;São Miguel ;4510;4497;4605;3253;3137;2610;1696;1562;1571;2079;3620;2114
2412559;São Miguel do Gostoso ;3390;3488;2820;4590;1390;1152;1825;1130;950;680;2425;1885
2412609;São Paulo do Potengi ;2541;2203;2537;1678;513;1683;376;1072;1027;426;942;1742
2412708;São Pedro ;2588;2037;200;1656;641;888;833;722;559;636;1056;1056
2412807;São Rafael ;140;180;100;200;210;8;170;180;110;325;180;500
2412906;São Tomé ;1501;2119;444;1116;116;1026;636;1802;953;503;611;1061
2413003;São Vicente ;1163;1128;402;1023;578;568;1333;880;1000;1108;980;473
2413102;Senador Elói de Souza ;1787;2334;1613;1688;1511;1244;1354;1194;848;548;1314;1309
2413201;Senador Georgino Avelino ;1050;985;290;290;280;90;40;70;100;100;170;140
2413300;Serra de São Bento ;780;775;335;422;127;360;782;702;463;413;813;885
2413359;Serra do Mel ;3140;2340;2550;3560;1756;1620;1700;1300;1100;9380;14920;12420
2413409;Serra Negra do Norte ;405;367;165;585;615;47;206;156;255;202;179;740
2413508;Serrinha ;3704;2865;300;650;260;370;280;300;210;140;130;130
2413557;Serrinha dos Pintos ;1316;1716;303;562;445;429;640;510;510;406;406;330
2413607;Severiano Melo ;2099;2317;5;1782;367;1720;2060;500;716;706;756;647
2413706;Sítio Novo ;1193;1479;362;721;75;89;404;504;404;282;403;606
2413805;Taboleiro Grande ;769;741;264;455;268;255;352;356;354;354;325;285
2413904;Taipu ;6124;5916;4638;2562;1303;2113;2725;1936;1690;2982;2440;2515
2414001;Tangará ;2269;1944;1276;369;610;542;469;1007;559;457;620;1019
2414100;Tenente Ananias ;1399;952;563;1159;996;932;819;295;295;205;405;404
2414159;Tenente Laurentino Cruz ;2101;2486;1117;1637;1828;350;3000;1200;1380;2330;1706;1715
2414209;Tibau do Sul ;2198;2203;2168;2168;2115;2300;2205;2105;2110;2095;2120;2100
2414308;Timbaúba dos Batistas ;91;153;23;71;43;73;80;66;111;214;311;118
2414407;Touros ;8708;8259;8290;5551;5410;2118;5092;3291;3181;5280;5581;5481
2414456;Triunfo Potiguar ;380;380;260;340;70;325;444;238;342;385;360;293
2414506;Umarizal ;1750;1514;39;1048;125;520;930;630;220;329;610;640
2414605;Upanema ;3280;3970;160;2275;1332;419;565;290;700;3400;1250;1820
2414704;Várzea ;670;578;398;398;150;500;455;250;250;210;210;180
2414753;Venha-Ver ;1245;1261;281;509;736;655;1068;1344;1100;1023;1080;799
2414803;Vera Cruz ;3028;2435;1507;2955;1160;520;600;481;400;1900;1900;1900
2414902;Viçosa ;325;327;189;241;168;160;335;333;332;434;464;142
2415008;Vila Flor ;1682;1660;689;752;652;728;688;643;410;415;420;425
2500106;Água Branca ;4232;4232;3631;3155;878;45;1231;1041;2131;1692;1550;1576
2500205;Aguiar ;2363;2273;2003;1278;1064;246;482;492;505;448;938;953
2500304;Alagoa Grande ;9451;8370;8170;8325;3970;2830;3952;4001;5029;4439;6310;5518
2500403;Alagoa Nova ;5220;6010;4745;4402;3469;3257;3399;2489;3586;2550;2540;2412
2500502;Alagoinha ;1415;1544;887;1559;1051;1560;1363;1369;1172;1195;1065;1001
2500536;Alcantil ;1215;1208;162;1205;697;500;1067;221;547;491;591;511
2500577;Algodão de Jandaíra ;1770;1870;1093;1735;1106;530;0;0;60;250;390;170
2500601;Alhandra ;4639;3616;4566;3610;3613;3600;3697;3674;4069;4168;3867;3562
2500700;São João do Rio do Peixe ;1865;1995;890;1080;645;213;655;845;820;1236;1490;1010
2500734;Amparo ;1410;1415;675;1020;6;0;577;11;457;660;800;702
2500775;Aparecida ;921;887;95;478;194;328;633;155;326;584;360;380
2500809;Araçagi ;6780;6540;3638;5540;6165;5460;5450;5795;4390;7070;4370;4260
2500908;Arara ;4390;4425;2125;4595;548;1905;2430;2039;2607;2955;2595;3035
2501005;Araruna ;8285;8905;5245;9545;4030;2815;860;4233;4660;3760;3745;3525
2501104;Areia ;2930;2555;2640;3490;1998;2520;2920;2460;3610;3085;2480;2065
2501153;Areia de Baraúnas ;370;370;365;490;110;0;285;385;495;168;371;409
2501203;Areial ;2280;2500;1365;2215;1040;1118;1285;990;1071;1525;1200;1180
2501302;Aroeiras ;2585;2590;1015;4345;2240;1770;2261;1123;2109;2425;1730;1165
2501351;Assunção ;1482;2282;625;1382;1535;0;915;568;860;0;605;541
2501401;Baía da Traição ;1419;1414;1405;1408;1370;1346;1389;1396;1354;1375;1492;1495
2501500;Bananeiras ;3365;3359;1695;3414;1489;2468;1399;1844;1591;1634;1674;1703
2501534;Baraúna ;3012;3340;1110;2525;110;440;200;650;730;360;440;858
2501575;Barra de Santana ;1382;1410;387;1480;410;530;1095;233;698;327;662;78
2501609;Barra de Santa Rosa ;3317;3305;2325;3155;695;2140;1520;830;1450;2400;3220;3210
2501708;Barra de São Miguel ;1250;1330;630;960;305;130;977;133;482;148;1060;722
2501807;Bayeux ;6;6;3;116;111;125;54;39;34;4;6;6
2501906;Belém ;1070;1105;660;1128;1274;1342;1300;1200;1364;1285;1097;1000
2502003;Belém do Brejo do Cruz ;491;498;442;376;395;0;128;186;120;195;200;226
2502052;Bernardino Batista ;562;541;626;1046;329;319;289;281;507;261;541;549
2502102;Boa Ventura ;2198;2228;618;1401;969;290;365;333;365;355;580;595
2502151;Boa Vista ;1345;1177;584;1017;201;145;374;114;350;90;1780;118
2502201;Bom Jesus ;305;303;554;303;128;265;241;193;208;180;260;200
2502300;Bom Sucesso ;1227;1138;1364;504;280;2;645;681;944;1198;1001;790
2502409;Bonito de Santa Fé ;4824;4654;2699;4472;3126;2120;3085;875;845;1415;1305;1470
2502508;Boqueirão ;2065;1830;1172;2030;965;640;1235;277;726;235;815;830
2502607;Igaracy ;1644;1724;1184;1265;842;190;1036;618;535;515;807;807
2502706;Borborema ;974;924;589;821;445;814;536;547;755;636;518;549
2502805;Brejo do Cruz ;496;703;442;565;88;0;443;246;180;195;553;425
2502904;Brejo dos Santos ;280;425;326;264;43;0;142;182;270;275;330;284
2503001;Caaporã ;4551;4544;4542;4536;4545;4560;4476;4439;4627;1283;1257;1531
2503100;Cabaceiras ;1230;1305;167;1387;183;123;964;78;417;78;535;265
2503209;Cabedelo ;0;0;0;0;0;0;0;0;0;0;0;0
2503308;Cachoeira dos Índios ;879;919;660;1074;477;380;413;565;661;765;636;584
2503407;Cacimba de Areia ;361;860;342;865;80;0;735;640;837;421;654;831
2503506;Cacimba de Dentro ;6515;5630;5253;5160;1112;1960;2865;894;1815;4750;3940;3457
2503555;Cacimbas ;1427;1425;1420;1408;394;245;280;457;1064;1469;1748;1419
2503605;Caiçara ;1072;1123;289;1085;473;1025;940;750;630;430;470;484
2503704;Cajazeiras ;2215;1941;1315;3395;1354;1430;1041;1089;1710;965;1221;476
2503753;Cajazeirinhas ;748;711;514;546;215;30;332;330;320;221;388;398
2503803;Caldas Brandão ;795;795;408;443;264;454;319;714;386;430;327;493
2503902;Camalaú ;1492;1082;655;1235;280;10;412;86;804;0;810;308
2504009;Campina Grande ;7340;7410;4170;7370;6270;5640;5982;4654;3915;2364;4710;3302
2504033;Capim ;1758;1760;1760;1765;1733;1782;1578;1546;1725;1831;1640;1650
2504074;Caraúbas ;1530;1540;275;1085;214;8;298;59;610;79;642;525
2504108;Carrapateira ;355;355;130;135;220;120;270;270;70;150;335;158
2504157;Casserengue ;6392;6375;2347;4965;1765;1600;1500;2419;5200;4500;5407;5378
2504207;Catingueira ;1775;2085;1685;1895;577;10;451;486;272;494;600;827
2504306;Catolé do Rocha ;1342;1553;1405;734;162;5;305;514;400;702;603;608
2504355;Caturité ;1425;1430;622;1520;1166;252;840;166;763;168;1340;787
2504405;Conceição ;10794;9490;5367;7225;4884;2945;3855;2196;2535;2680;2290;2351
2504504;Condado ;536;608;592;348;338;0;488;310;360;470;566;515
2504603;Conde ;800;757;757;727;966;940;952;917;1176;659;973;985
2504702;Congo ;1316;1332;531;653;362;250;555;165;615;445;516;442
2504801;Coremas ;996;945;695;435;105;0;320;425;510;740;569;626
2504850;Coxixola ;620;630;222;540;103;10;220;54;208;105;505;406
2504900;Cruz do Espírito Santo ;7299;7263;7195;7117;7023;6962;6852;6840;6759;4929;5405;6615
2505006;Cubati ;3050;3050;230;3050;115;100;1425;870;1140;1000;2070;1160
2505105;Cuité ;3945;4183;1860;4013;620;918;1800;1317;2880;1230;3250;3040
2505204;Cuitegi ;653;582;393;556;373;503;470;487;495;525;540;410
2505238;Cuité de Mamanguape ;2202;2060;1095;1773;1656;1782;1654;1655;1581;1584;2057;1625
2505279;Curral de Cima ;998;960;915;945;930;895;876;794;883;1059;977;980
2505303;Curral Velho ;1483;1428;613;1098;557;195;328;283;328;345;383;515
2505352;Damião ;3315;3265;2325;1565;1410;1872;245;224;1710;1720;1795;1759
2505402;Desterro ;1982;1120;606;1329;447;30;133;645;1381;1460;1483;1025
2505501;Vista Serrana ;363;368;403;442;170;0;322;170;120;162;140;135
2505600;Diamante ;3303;3438;1318;2087;1108;295;450;423;367;393;880;910
2505709;Dona Inês ;2590;2510;1485;1810;1088;1630;1222;1268;3832;1222;1060;2010
2505808;Duas Estradas ;578;578;375;685;435;780;478;507;675;547;442;377
2505907;Emas ;970;1154;1137;1059;355;50;153;375;298;286;492;596
2506004;Esperança ;6160;4980;1550;4170;920;1080;2460;1529;2590;3045;2700;1673
2506103;Fagundes ;5640;5635;5640;4105;2475;3525;2615;1012;1273;2285;2120;1235
2506202;Frei Martinho ;810;810;410;810;775;0;250;120;100;165;320;243
2506251;Gado Bravo ;1303;1305;515;1305;1370;820;258;945;207;2120;1624;914
2506301;Guarabira ;900;890;410;1265;440;990;970;1055;930;810;890;820
2506400;Gurinhém ;2135;2205;1172;1765;530;1870;1448;1539;2011;1650;1740;2145
2506509;Gurjão ;1343;1343;922;1268;3;0;1005;16;800;11;600;601
2506608;Ibiara ;3784;3826;3776;3050;1452;410;337;440;916;1500;875;1095
2506707;Imaculada ;3748;3750;3740;3780;936;15;2178;1849;1407;1868;1864;1966
2506806;Ingá ;3686;3690;1290;3390;2330;1830;1315;1431;2320;2237;1683;1345
2506905;Itabaiana ;3282;3193;1465;2860;865;2120;2445;2910;2270;2231;1987;1944
2507002;Itaporanga ;10293;10598;4988;6535;4328;430;580;550;635;741;1945;2000
